,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:01:16.164,997,37167176479,96374230,96547046,96542053,37397003194,96375569,96545526,96540763,37601513499,96377386,96546144,96540637,38035652808,96376325,96541940,96536464,37184481417,96377607,96550872,96545928,37082299566,96375021,96548528,96543880,37573345901,96370146,96537931,96533376,37981839572,96368378,96532129,96527662,37216146487,96377458,96550454,96545962,37091824360,96378179,96551401,96547139,37389068663,96381975,96548885,96544401,37582522286,96377232,96548139,96543782,37167843916,96376590,96552740,96547596,37417827722,96377620,96548366,96542981,37591564917,96374707,96549646,96544998,38019849599,96372988,96543529,96539116,2214550,6346,18694,7602,2170355,6024,19077,7790,2449815,6710,18722,7684,2307095,6434,17467,7218,2155220,6097,17592,7273,1892609,5289,16553,7193,2086862,5738,17218,7281,2147760,5794,17042,7401,2125817,5985,20938,7958,1994287,6045,20002,7438,2228565,5979,19707,7741,2307782,5985,19792,7938,2329522,6274,16861,7236,2499191,6633,16394,7279,2137584,5758,16482,7326,2080956,5476,16343,7262,
2026-08-13,12:01:17.164,997,37177245331,96395535,96567936,96561784,37408750836,96395080,96564684,96558808,37611164927,96397414,96565857,96559013,38044160350,96396444,96561587,96555038,37190982655,96396958,96569473,96563670,37088478780,96395923,96569479,96563460,37581142371,96391603,96560506,96554849,37986756362,96387954,96552046,96546496,37224530411,96398844,96571730,96566120,37098321516,96398901,96571738,96566238,37393323314,96402691,96570041,96564451,37589495192,96398547,96569709,96564265,37170892749,96396176,96571720,96565586,37424097747,96398774,96570784,96564419,37596963965,96395628,96570117,96564460,38027366024,96393505,96563826,96558288,2796568,7721,22129,9067,2699052,7268,20854,9160,3057252,8173,20331,9062,2886652,7867,20041,8904,2599881,7183,19749,8841,2456884,6705,18919,8883,2652270,7087,19568,8899,2667131,7059,18928,8903,2601020,7136,22641,9384,2569646,7441,22190,8961,2728323,7176,22092,9230,2718794,6979,22437,9234,2826225,7425,18899,8815,2912185,7599,18658,8751,2675010,6943,18919,8852,2632733,6852,19146,8845,
2026-08-13,12:01:18.164,998,37191961550,96446018,96619846,96614879,37426165483,96447170,96618647,96613839,37626129094,96448213,96618528,96612849,38061867274,96448331,96615765,96610170,37211531302,96448829,96622656,96617896,37107204977,96448225,96622054,96617395,37599405514,96443015,96612452,96607840,38007287537,96439860,96605490,96600932,37240132010,96450068,96624813,96620277,37115825132,96450585,96625023,96620637,37414092598,96454171,96623177,96618775,37608613876,96450538,96622841,96618555,37193092670,96447645,96624546,96619328,37440200318,96448749,96621095,96615840,37618076505,96445437,96621990,96617196,38045129391,96445148,96616119,96611669,2562689,7888,21688,10693,2568586,7750,21916,10855,2796558,8296,21118,10629,2701610,8185,20964,10344,2433043,7522,20185,10223,2272270,6966,19855,10225,2437737,7337,20638,10218,2562801,7552,20030,10314,2543650,7694,23881,11240,2349255,7723,23251,10450,2525715,7440,22469,10784,2611044,7468,23967,10884,2607851,7719,20036,10194,2725590,7875,19518,10196,2509484,7401,19149,10309,2440046,7113,19610,10343,
2026-08-13,12:01:19.164,997,37176543983,96404250,96574187,96568381,37408901834,96404482,96573243,96567616,37612010402,96406341,96573902,96567368,38045821832,96405221,96568315,96561881,37197737531,96406899,96577273,96571704,37094728585,96405501,96576317,96570675,37586154399,96401474,96567710,96562288,37993331116,96397718,96560927,96555604,37226097024,96407082,96578847,96573462,37099737862,96408705,96580774,96575438,37399420460,96410460,96576671,96571427,37592373014,96408128,96578194,96572970,37177459402,96406217,96580118,96574269,37427871677,96407921,96576854,96570765,37599662468,96403418,96576071,96570602,38031329507,96402955,96571316,96566077,2515320,7011,19401,8287,2526851,6841,18974,8555,2807667,7471,18777,8190,2700067,7359,18989,8118,2449854,6654,17793,8267,2334580,6293,18442,8514,2567659,6684,19199,8446,2544152,6624,17976,8464,2445256,6663,20087,8538,2415356,6938,20601,8142,2467163,6530,19337,8248,2476526,6373,20337,8189,2652979,6928,18215,8237,2745507,7159,18077,8165,2585319,6713,17561,8477,2534566,6417,17329,8358,
2026-08-13,12:01:20.164,997,37149924710,96349007,96521432,96516573,37383346788,96350004,96520546,96515806,37583678894,96350530,96517906,96512363,38020391428,96351373,96515007,96509600,37165097300,96351557,96522876,96518276,37067622522,96350024,96521538,96516824,37553885332,96346068,96513039,96508627,37967686791,96343199,96506604,96502356,37203039417,96351975,96524765,96520478,37072784951,96353070,96525651,96521420,37376602688,96356222,96524252,96519974,37563799029,96351656,96522897,96518645,37152043898,96351190,96525953,96521065,37400211532,96351707,96522780,96517691,37575518286,96348600,96522427,96517969,38003953741,96348456,96518205,96513829,2153113,6333,19591,7978,2268030,6395,19804,8492,2377592,6678,19791,7888,2383336,6743,19941,7872,2113046,6059,19668,7921,1939708,5605,18645,8219,2249497,6117,19764,8368,2282423,6214,19225,8502,2127231,6027,21551,8267,2083555,6366,21811,8107,2090154,5766,20184,7945,2172866,5883,21224,8076,2322361,6356,18607,7962,2433897,6549,17994,8085,2301895,6193,18319,8323,2259777,5962,18647,8466,
2026-08-13,12:01:21.164,998,37190266091,96454448,96627348,96621755,37423840585,96455288,96627264,96621913,37625952683,96455987,96625361,96619099,38057987983,96455956,96621535,96615346,37208314303,96456472,96630411,96625050,37106259315,96455067,96628359,96623020,37597478004,96451405,96620500,96615328,38006977434,96448041,96614095,96609053,37241126442,96457629,96631373,96626272,37116087711,96457258,96631736,96626556,37413645480,96461577,96630562,96625518,37607881189,96457007,96629472,96624431,37191110548,96455663,96631346,96625715,37441175516,96456332,96629086,96623301,37616718609,96453249,96629129,96623836,38047106269,96453333,96624645,96619622,2343208,6614,19332,8081,2424385,6512,19278,8406,2632226,7113,18562,7928,2556911,7019,19461,7956,2361293,6490,18824,8155,2210606,6098,18405,8608,2501887,6517,19263,8488,2475510,6456,18064,8481,2301141,6284,21227,8259,2297996,6660,20746,8111,2352304,6205,20430,7957,2301271,6001,20063,7922,2520776,6644,18070,8085,2603829,6865,16512,7970,2550210,6564,17442,8460,2464330,6248,17415,8300,
2026-08-13,12:01:22.165,998,37198404922,96460288,96633023,96628002,37430686049,96461307,96632541,96627776,37630016275,96460990,96630110,96624603,38066073765,96461408,96626749,96621198,37216939141,96462393,96635860,96631087,37114281712,96460483,96633623,96628950,37604957189,96456412,96623821,96619333,38015350527,96453023,96617288,96612777,37250134696,96462671,96636916,96632370,37120136297,96463446,96637810,96633437,37419813675,96465938,96633928,96629512,37611727270,96462236,96634633,96630270,37199496176,96461989,96637339,96632358,37446807695,96461820,96633638,96628355,37623740928,96459020,96634675,96630012,38051545060,96458535,96629864,96625394,1996933,5755,18093,6868,2065902,5728,18712,7381,2212933,6132,17555,6877,2231503,6227,17546,6878,1991673,5623,17334,6976,1831975,5129,16842,7159,2088401,5584,18596,7402,2158686,5787,17564,7474,1983406,5566,19670,7331,1909682,5791,19360,7081,1965728,5310,18650,6953,1982333,5314,19008,7027,2180461,5822,16704,6887,2338006,6069,15868,6929,2161594,5698,16236,7351,2122370,5440,16378,7341,
2026-08-13,12:01:23.165,997,37151145690,96361281,96535062,96528897,37386023959,96360445,96532429,96526553,37584703905,96360289,96530115,96523322,38018712623,96358045,96524926,96518293,37169342864,96363371,96537493,96531528,37071140723,96363696,96537572,96531554,37558684101,96357385,96526801,96521121,37969652708,96351352,96516632,96510892,37203485551,96364359,96538262,96532560,37075213521,96365720,96541123,96535497,37374932368,96366838,96535931,96530390,37564345481,96362060,96533832,96528315,37154790099,96362671,96539244,96532815,37405793901,96362435,96535618,96529235,37579312026,96359524,96536077,96530148,38008128980,96354472,96526270,96520688,3019665,9050,23809,11701,3099910,9032,23971,12159,3288604,9427,23202,11458,3206534,9417,23452,11460,2943746,8698,22564,11491,2834553,8387,23062,11961,3145170,8867,24264,11925,3252818,9075,23500,12134,2993430,8721,25849,11943,2903315,9183,25269,11629,2976743,8480,24292,11403,2944269,8327,25210,11392,3225890,9149,22803,11686,3230492,9129,21616,11461,3238200,9041,22631,12073,3087650,8550,21767,11928,
2026-08-13,12:01:24.165,998,36595852798,96768657,96939912,96935327,36823477275,96772263,96941928,96937517,37009535941,96773421,96939268,96934123,37430118361,96775956,96940326,96935193,36611561429,96772664,96943706,96939283,36522622278,96769693,96940388,96935938,36984727674,96768927,96934506,96930302,37380887041,96767934,96932270,96928150,36641630553,96770687,96943685,96939552,36531056477,96770729,96942574,96938567,36809343909,96775851,96942827,96938677,36991659634,96774243,96944010,96939995,36591248152,96771985,96945429,96940825,36836955590,96774856,96945140,96940323,36998497054,96771810,96944759,96940490,37415748391,96774023,96943488,96939385,2009657,5835,18735,7250,2063285,5766,19102,7806,2239288,6213,18946,7238,2228898,6295,18403,7287,2022318,5698,19275,7307,1855897,5251,17957,7506,2151475,5746,19936,7687,2163317,5808,18538,7795,1998750,5657,20063,7652,1909519,5890,20638,7424,1967982,5415,19219,7283,2006886,5417,20244,7323,2151064,5854,17840,7341,2304136,6141,17595,7387,2169880,5771,17962,7738,2101047,5574,17904,7804,
2026-08-13,12:01:25.165,997,36215939275,96905187,97074757,97069114,36439480974,96906273,97072680,97067316,36615677428,96909101,97074470,97068339,37025366914,96912946,97075680,97069506,36224105838,96906025,97076219,97070800,36148964259,96903589,97073383,97067881,36587858405,96903754,97067876,97062650,36978264123,96905229,97068285,97063180,36260034771,96905900,97076962,97071846,36155090198,96904522,97073028,97067998,36421134677,96909828,97075207,97070225,36597077059,96907481,97074634,97069652,36206326578,96904816,97076597,97070980,36445059558,96906435,97073761,97068015,36598329238,96904880,97076342,97071156,37008424830,96908587,97076627,97071681,2462462,7107,21784,8764,2525762,6961,21726,9092,2724772,7464,21543,8578,2706508,7535,20626,8699,2508444,7000,20000,8941,2331416,6522,20331,9066,2638727,7026,21711,9137,2593738,6977,20185,9130,2392936,6664,22125,8857,2393078,7143,22793,8834,2440609,6654,21828,8734,2377106,6422,22021,8635,2646190,7100,20056,8734,2686236,7280,19950,8631,2630273,6996,20417,9174,2540379,6652,19802,9023,
2026-08-13,12:01:26.165,997,36186354128,96884946,97056907,97052383,36407926266,96887771,97057157,97052937,36587036476,96889704,97056490,97051483,36993734279,96893698,97059845,97054747,36197351507,96887796,97059882,97055504,36118376793,96883711,97056649,97052341,36562236528,96884087,97051030,97046952,36945856713,96883666,97048963,97044887,36229067369,96886939,97059584,97055516,36128238769,96887531,97059663,97055646,36389869354,96890883,97057855,97053776,36570054219,96890312,97059727,97055734,36177169943,96885701,97060590,97055987,36419017822,96889235,97059540,97054644,36569958489,96888174,97060873,97056697,36979725695,96890136,97060489,97056559,1918823,5617,18797,6836,1946716,5500,19443,7261,2114225,5894,18435,6758,2178887,6076,17826,6816,1948648,5533,17657,6861,1788111,5008,16597,7067,2060537,5485,17982,7259,2104993,5571,16903,7385,1899438,5457,19688,7254,1858163,5715,20594,7015,1908934,5253,18373,6830,1952464,5256,20015,7024,2118233,5713,16331,6853,2291418,6024,17089,6855,2104781,5604,18435,7321,2039717,5299,16493,7333,
2026-08-13,12:01:27.165,998,35096018090,97199097,97382882,97377534,35311133970,97201150,97382666,97377478,35520969977,97203227,97382918,97376977,35888482157,97204368,97381397,97375618,35114734426,97202464,97387035,97381866,35038572555,97198842,97383050,97377744,35502047296,97198260,97378534,97373564,35858141259,97195660,97373465,97368559,35139833298,97200631,97384835,97379837,35050201535,97201130,97384670,97379780,35304197560,97204618,97383467,97378573,35506739686,97203218,97386583,97381742,35093971323,97199147,97385308,97380038,35323596241,97202514,97385158,97379704,35505372592,97198758,97383773,97378818,35884596292,97202171,97384827,97380011,2234521,6365,19777,7527,2284595,6269,20588,7999,2519981,6825,19840,7453,2401025,6762,19488,7460,2221329,6155,19834,7569,2048557,5706,18345,7948,2371396,6238,20506,8006,2383085,6223,18484,8001,2191418,6077,21538,7699,2172885,6396,22151,7460,2213783,5934,21558,7439,2173131,5776,21627,7505,2371024,6274,18139,7476,2402381,6413,18757,7429,2428387,6322,19207,8067,2280233,5882,18631,7816,
2026-08-13,12:01:28.165,997,34355302196,97225263,97419938,97412406,34568800768,97227557,97419415,97412081,34793887052,97229465,97419411,97411446,35138981452,97230399,97418230,97410386,34381776473,97228543,97423785,97416333,34307344246,97226292,97421250,97413969,34778265984,97224138,97415694,97408531,35118184790,97220893,97410694,97403675,34402728390,97227905,97424540,97417346,34320176400,97229265,97424783,97417816,34565695953,97231962,97421755,97414594,34781557831,97230293,97424914,97417873,34361578818,97225897,97423711,97416106,34588740744,97228509,97422585,97414781,34783413033,97225027,97422999,97415722,35146629113,97225862,97421615,97414622,19840766,94692,151043,138767,20807479,94662,152571,139063,21247962,95068,151842,138416,19872943,95069,151774,138630,20859222,94776,151755,138791,20730728,94513,150800,139303,21279785,95064,152540,139363,21187163,94825,150544,139206,19733627,94740,153610,139302,20597432,94976,154266,138989,20662076,94349,153571,138662,20882349,94405,154052,138923,21008293,94672,150051,138719,19829903,94967,150728,138757,20896457,94562,150224,138815,20975575,94563,149938,139351,
2026-08-13,12:01:29.165,997,33346264411,96620567,96820114,96810821,33563329462,96622191,96819134,96809879,33791853173,96625591,96820457,96810501,34140820778,96626486,96819619,96809770,33345620284,96623257,96823125,96813819,33276509048,96620070,96819269,96810097,33750110214,96618830,96815933,96806929,34092037295,96616249,96810595,96801543,33376278319,96621459,96822555,96813506,33297059621,96623192,96822249,96813348,33544904084,96626404,96820620,96811631,33762486493,96624678,96824663,96815718,33348595243,96620742,96823192,96813490,33572243828,96622501,96821543,96811901,33772983199,96620294,96822882,96813596,34136015838,96620280,96821580,96812636,4603930,14676,31898,18419,4750501,14590,32527,18489,4860331,14776,32096,17563,4684141,14642,31725,17684,4547782,14141,31751,17752,4410263,13724,30288,17772,4631485,14171,31657,17807,4747758,14260,30268,17904,4638965,14436,34186,18617,4656791,14730,35573,18314,4595093,14006,33390,17807,4603323,13814,33699,17427,4951554,14757,30829,18074,4693363,14509,30010,17609,4746244,14288,30343,18177,4632076,13811,28682,17839,
2026-08-13,12:01:30.165,998,26704991580,90385263,90590654,90581639,26880221218,90385586,90591360,90582292,27186816372,90390191,90593603,90583989,27534112120,90388598,90589170,90579805,26541577399,90387849,90595817,90586900,26469519044,90384729,90592079,90583178,26996661304,90382509,90588064,90579042,27311404392,90379982,90581518,90572749,26623615599,90386351,90596260,90587194,26526178407,90389707,90596793,90588160,26769991683,90390800,90592339,90583758,27039212324,90390407,90598209,90589520,26677210552,90385142,90595891,90586856,26863903572,90387890,90595019,90585830,27151336093,90384871,90595869,90587114,27495827060,90385587,90594485,90585878,5151553,17447,38874,22664,5223928,17364,38716,22721,5396225,17681,38500,22162,5270165,17609,38226,22067,5121326,17100,39032,21949,5000338,16783,37068,21922,5282529,17233,38650,22037,5234102,17014,37847,22148,5221941,17325,41236,22708,5272577,17872,43767,22789,5134369,16810,41105,22253,5190136,16836,41328,22114,5408331,17410,37361,22441,5273588,17397,37601,22201,5247335,16998,37858,22229,5198193,16760,35898,22006,
2026-08-13,12:01:31.166,998,19059572664,72574864,72778502,72770458,19121737765,72567915,72770833,72762991,19367256069,72578628,72780095,72771556,19685014575,72586202,72784939,72776444,18962615351,72587309,72793955,72786099,18874300104,72576899,72782736,72774892,19274617621,72586007,72789812,72782201,19539340377,72593415,72793855,72786283,19019143951,72568626,72777162,72769511,18910647761,72561347,72767901,72760338,19072866270,72570560,72770900,72763350,19295379631,72581008,72786862,72779431,19045802716,72560162,72769365,72761314,19115299441,72554252,72759912,72751870,19361701654,72559086,72768396,72760693,19655718448,72567295,72775143,72767644,3255699,11054,29037,14202,3273437,10826,29510,14116,3442170,11127,28273,13390,3320323,11142,28430,13525,3247639,10567,29623,13700,3094470,10263,27184,13819,3293093,10522,28469,13586,3359782,10668,27374,13915,3217181,10680,30712,14192,3319799,11211,31998,14204,3224177,10369,31114,13722,3223145,10235,31425,13572,3492210,10984,27092,13976,3355042,10976,27382,13660,3314191,10691,27910,13963,3267181,10375,25656,13679,
2026-08-13,12:01:32.166,997,4912695010,21245731,21447734,21442652,4919692702,21245241,21446732,21441736,4980753585,21249772,21448906,21443420,5028881576,21250948,21446870,21441302,4912904586,21249038,21452424,21447349,4894369280,21245077,21447283,21442389,4979365253,21241544,21442306,21437555,5015102102,21239754,21437899,21433233,4911896078,21244708,21450621,21445804,4894170701,21244781,21448289,21443652,4918948132,21248339,21446322,21441593,4972921113,21247305,21450776,21446092,4912263830,21241522,21447503,21442412,4928747052,21242699,21445813,21440486,4982018793,21239766,21446406,21441691,5024484722,21240930,21445749,21441130,2182979,7776,24388,10929,2221537,7724,24680,11093,2390443,8086,24380,10769,2331557,8185,24929,10797,2262107,7790,25232,10871,2086374,7287,23644,10765,2216838,7557,24667,10895,2227231,7468,23040,10973,2207241,7803,26133,11316,2179763,7976,27227,10999,2204802,7489,26420,10920,2237962,7550,27155,10967,2391571,7895,22882,10911,2409863,8156,23342,10902,2241850,7567,23579,11051,2224616,7399,21989,10848,
2026-08-13,12:01:33.165,997,3381839527,14981539,15183829,15177484,3371542512,14982707,15184529,15178327,3414226083,14986510,15186125,15179366,3455067287,14986832,15183286,15176587,3385890282,14985931,15189171,15182846,3364589540,14982514,15185278,15179188,3416468921,14979236,15179695,15173781,3448504362,14975569,15173382,15167525,3381727176,14983474,15189348,15183346,3364288153,14984100,15188173,15182278,3373657574,14988908,15186412,15180497,3411742078,14987400,15190534,15184682,3383286327,14981841,15188346,15182030,3384358916,14985836,15188987,15182477,3419302615,14981278,15188322,15182290,3455287106,14980540,15185547,15179639,2253279,7768,21911,9738,2295069,7709,23134,9965,2509823,8119,22922,9657,2353546,8032,22701,9697,2311921,7766,23927,9886,2114725,7199,22096,9890,2293481,7540,23292,9811,2303681,7533,21342,9840,2181987,7433,23999,9856,2211235,7909,24831,9793,2283926,7389,25700,9638,2240041,7241,25719,9564,2414821,7787,21148,9884,2466240,8060,22104,9842,2365618,7632,21789,9999,2268361,7305,19979,9776,
2026-08-13,12:01:34.166,998,3386776998,15000240,15205285,15200416,3375281597,15001006,15205479,15200768,3418348282,15004381,15206971,15201695,3459319999,15004360,15204951,15199574,3389722493,15003223,15210253,15205402,3368468547,14999907,15206519,15201871,3420229347,14997295,15200812,15196268,3452400910,14993892,15195478,15192169,3386746822,15002862,15212379,15207731,3369172148,15003420,15210796,15206439,3377550748,15007480,15209198,15204686,3415851805,15004816,15212914,15208479,3387895000,15001247,15211905,15206736,3387709449,15003956,15211508,15206130,3424251734,15001258,15212437,15207690,3459349695,15000717,15209591,15205124,2381570,8675,26509,12469,2432690,8659,27754,12751,2570556,8881,26611,12384,2553518,9149,25993,12336,2416861,8624,27358,12498,2227845,8118,24617,12132,2421221,8541,27236,12524,2514703,8628,25196,12546,2409075,8657,28886,12923,2300289,8891,28774,12436,2364852,8329,28584,12269,2408785,8375,28837,12401,2620669,8945,24764,12460,2671191,9217,25463,12541,2534450,8684,25617,12657,2399705,8219,23867,12421,
2026-08-13,12:01:35.166,997,3382525237,14986424,15187900,15181910,3373319181,14987687,15188936,15183118,3414702270,14991596,15190033,15183664,3456682419,14991095,15187480,15181157,3386629607,14989545,15192891,15187037,3364387294,14985547,15188876,15183259,3417434202,14983763,15183703,15178162,3449374084,14980303,15177907,15171138,3382227896,14985914,15190773,15185123,3364543930,14988334,15190934,15185572,3373829222,14991721,15188549,15183091,3411683891,14988961,15192072,15186679,3384438784,14985755,15191932,15185958,3384100299,14988312,15191391,15185202,3420414901,14985464,15191270,15185632,3455634289,14985016,15188859,15183366,2103828,7244,22756,9707,2132005,7054,23446,9660,2316858,7496,23722,9409,2214678,7502,22430,9456,2161742,7145,23895,9644,1967190,6577,20738,9581,2159404,7014,23436,9454,2169412,6986,21835,9517,2063636,6958,24666,9688,2058704,7373,25733,9487,2083584,6791,25459,9349,2029281,6603,25192,9318,2247102,7227,21162,9650,2317811,7510,21445,9442,2191401,7000,22366,9765,2135459,6793,20852,9590,
2026-08-13,12:01:36.165,997,3382369801,14982557,15183931,15179329,3372525015,14984092,15184918,15180508,3413401506,14987014,15185441,15180475,3455682043,14987123,15183073,15178025,3386406498,14986111,15189234,15184691,3363214376,14982672,15185739,15181386,3416408283,14980045,15179939,15175712,3448699444,14976837,15174289,15170080,3382385943,14983972,15188984,15184595,3364133709,14986156,15188622,15184452,3373881549,14989417,15186629,15182433,3410831872,14987095,15190571,15186422,3384055324,14982938,15189085,15184451,3384402216,14985554,15188526,15183565,3419091130,14981825,15188305,15184026,3455306550,14982054,15187160,15183012,1838895,6278,21954,8231,1908211,6279,22878,8533,2005291,6523,22448,8237,1974255,6690,21572,8221,1896284,6291,22959,8471,1726231,5812,20490,8243,1847447,6133,23268,8483,1883830,6087,21258,8338,1854059,6248,24307,8531,1802257,6511,25638,8316,1838761,5986,25106,8249,1851352,6054,25054,8368,2020410,6485,20803,8365,2102819,6736,21360,8405,1896985,6118,20937,8517,1830267,5854,19473,8302,
2026-08-13,12:01:37.166,998,3385148026,14996035,15198888,15193380,3375910528,14997669,15200233,15194902,3415686013,15001373,15200964,15195097,3458388760,15001746,15197907,15192039,3389286520,14999524,15203159,15197755,3367009551,14996771,15199715,15194510,3418748744,14994252,15194501,15189367,3451747818,14990388,15189212,15184067,3385589253,14997592,15203275,15198072,3367030400,14999353,15202916,15197883,3377544290,15003256,15201323,15196294,3413712198,15001120,15204883,15199964,3387399426,14996982,15203059,15197575,3387499306,14999676,15203258,15197463,3422223161,14996901,15203489,15198291,3457810045,14996452,15201455,15196345,1949082,6565,20557,8345,1973710,6443,21367,8386,2146660,6836,21375,8135,2046128,6797,21386,8120,2005900,6554,22100,8401,1796966,5982,19732,8421,1974767,6301,22039,8319,2028229,6403,19924,8457,1910697,6278,22821,8396,1897233,6728,24262,8418,1932517,6205,23728,8234,1891971,6008,23721,8157,2082905,6596,20228,8422,2153224,6872,19880,8114,2057338,6500,20688,8612,1981160,6206,18757,8379,
2026-08-13,12:01:38.166,997,3379375061,14972982,15175143,15170681,3369879476,14974506,15175868,15171518,3410211314,14977625,15176255,15171510,3453721077,14979269,15175355,15170444,3384014168,14977086,15180351,15175952,3362058868,14973181,15176232,15172091,3413257916,14971024,15171178,15167108,3446611484,14967077,15165231,15161185,3379966153,14974501,15180156,15175993,3362635765,14976297,15180189,15176234,3371648065,14979399,15177405,15173347,3407946722,14977100,15180905,15176902,3382291908,14973761,15179668,15175179,3381942174,14976255,15180101,15175232,3416901395,14973605,15180532,15176403,3453772034,14973624,15177747,15173779,1635699,5528,18996,6890,1702706,5512,20864,7099,1813446,5740,20121,6844,1797945,5889,19908,6886,1676138,5481,20908,6993,1486784,4969,17570,6885,1647869,5305,20958,6986,1677479,5246,18458,6956,1645154,5467,22048,7251,1597738,5697,22427,7008,1640330,5238,21610,6851,1647177,5263,22212,7096,1786801,5608,18718,6867,1916528,5997,18387,6939,1685356,5312,18422,7079,1624460,5078,17973,6877,
2026-08-13,12:01:39.165,997,3380576902,14975756,15177664,15172450,3370297432,14976161,15177049,15171948,3411478998,14979505,15177519,15171967,3454169814,14980071,15175877,15170305,3383543340,14978811,15181566,15176324,3362683013,14975358,15177701,15172659,3413789235,14973203,15173462,15168523,3446686419,14968743,15166861,15161919,3381083801,14975945,15180719,15175723,3362287268,14978927,15181865,15177012,3372378609,14981799,15178552,15173747,3408335838,14980625,15182395,15177762,3382757443,14976163,15181870,15176565,3381960876,14978442,15181016,15175479,3418078487,14975922,15181213,15176228,3453694197,14975313,15179648,15174816,1898260,6403,19962,7714,1947154,6333,21473,7817,2096046,6636,21329,7501,2006704,6624,20177,7458,1967993,6421,21899,7799,1786108,5909,19010,7807,1956074,6229,21299,7627,1988555,6270,19564,7787,1854120,6145,22286,7726,1884350,6594,23246,7604,1893801,6082,22445,7616,1842331,5855,24159,7482,2087688,6510,19659,7760,2138500,6742,19696,7629,2009327,6282,20689,7931,1913315,5944,17864,7604,
2026-08-13,12:01:40.166,998,3385501272,15001279,15204401,15199956,3375824085,15001190,15204343,15200009,3416670260,15004529,15205255,15200509,3459293565,15006098,15203730,15198879,3389372553,15003364,15208818,15204381,3367762533,15001243,15205243,15201055,3420327742,14998803,15200735,15196592,3452417292,14994035,15194377,15190185,3386054830,15001667,15208532,15204316,3367195381,15003099,15208406,15204501,3377530830,15006322,15206021,15201950,3414929295,15005285,15210356,15206324,3387737908,15000803,15209180,15204447,3388293789,15003132,15208902,15203917,3423646129,15000354,15209576,15205254,3458862088,15000592,15206911,15202964,2171623,7742,24983,10706,2259855,7791,25358,10972,2335734,7820,24630,10489,2314262,8086,24964,10550,2204034,7693,25352,10616,2048911,7213,23796,10621,2188083,7565,26081,10709,2285675,7677,23590,10677,2221326,7727,26955,11011,2092972,7912,27564,10699,2161897,7403,26682,10687,2206021,7410,28075,10738,2372299,7941,23399,10677,2435159,8084,23517,10548,2323363,7698,23516,10882,2164755,7238,23258,10668,
2026-08-13,12:01:41.165,997,1441943102,6403116,6643453,6637275,1437588629,6403145,6643851,6637814,1452721066,6404007,6644153,6637711,1472470147,6404428,6643605,6637048,1443238748,6403666,6645848,6639598,1433923655,6402362,6643881,6637836,1453614616,6401376,6641173,6635364,1469310259,6399368,6638465,6632658,1441987135,6402968,6645487,6639507,1434212404,6403378,6644956,6639075,1438049325,6403963,6643444,6637576,1451279502,6403447,6643977,6638340,1442385120,6402258,6645762,6639333,1442916154,6402661,6644874,6638414,1454798481,6400787,6643981,6638107,1472740722,6401055,6642962,6637363,2114893,7085,17380,8402,2156280,6923,18173,8531,2249350,7162,17515,8308,2214649,7359,17169,8239,2161995,6999,18019,8493,2010373,6553,17500,8385,2092625,6686,18236,8340,2148380,6715,16878,8444,2110204,6913,17906,8464,2128089,7377,18283,8418,2134984,6776,17406,8258,2074143,6518,18170,8156,2417745,7391,16967,8489,2338626,7365,16401,8279,2216071,6898,16632,8647,2122585,6501,16090,8352,
