,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:13:33.226,997,13490998239,16857209,47763290,16965472,13494495311,16914264,47820022,17022137,13877622560,16942089,47847781,17049655,13966640187,16964261,47868074,17070463,13717396669,16896841,47807966,17010337,13603411459,16922661,47834590,17037614,14115567595,16972480,47882711,17085755,14293534116,17002719,47912498,17114926,13612393137,16887072,47803233,17006461,13486527864,16914601,47828300,17031690,13688379416,16945440,47854826,17058297,14067829286,16973915,47886076,17089853,13939227815,16891655,47802382,17004177,13905388180,16949681,47854897,17057227,14258563611,16965905,47874507,17077172,14494174114,16998679,47904736,17107829,23770840351,30811792,67010,57240,23587104092,30813050,69931,59364,24255651947,30812876,72203,61858,24087295669,30812434,68489,58348,23811861656,30813051,68988,57641,23592594763,30811999,68349,58516,24372344285,30814212,70610,60179,24616744373,30815815,71436,61905,24128390227,30811652,67844,58642,23934810640,30813030,70375,60064,24097611270,30811557,67249,56733,24670687758,30812886,68345,57998,24548822122,30813971,67925,59640,24160531376,30813066,67238,59322,24609555302,30814001,68962,60631,25114952668,30811975,67699,58616,
2026-08-13,12:13:34.227,998,13493888244,17399122,48336343,17508389,13493292085,17435715,48371817,17544672,13854592597,17464760,48400406,17573281,13960994870,17487466,48421365,17594799,13693090224,17446126,48387652,17560833,13575090929,17450721,48393069,17566882,14071926884,17507871,48448002,17621852,14255996635,17534743,48474649,17647729,13610485377,17433330,48379711,17553591,13490309024,17445838,48389041,17563834,13691908005,17473933,48413259,17587747,14050335524,17504752,48446915,17620892,13914697995,17415648,48357166,17529866,13881452075,17462195,48396511,17570040,14221994365,17478442,48416152,17589656,14456830346,17510723,48446804,17620915,23781995481,30839249,61766,52921,23594378048,30838348,63165,53034,24262114672,30838400,63512,53871,24099759431,30837395,60518,51318,23843083546,30838192,59765,49466,23621725591,30838389,61700,52394,24405811543,30839715,62964,53142,24652906553,30841093,62662,53780,24168734798,30836915,59085,50555,23963248773,30839695,63144,53790,24127025123,30837593,59744,50317,24704793133,30839831,61684,51695,24558254215,30840041,60372,53132,24161735772,30838537,60120,52765,24617423276,30839438,60627,52599,25119606807,30837539,58842,50691,
2026-08-13,12:13:35.226,997,13310901493,16673407,47569528,16781339,13290218381,16714435,47609368,16820994,13639765194,16738849,47633878,16845876,13750690178,16755045,47649376,16861686,13539863876,16721768,47622917,16834890,13397862987,16731476,47633177,16845695,13891872665,16776975,47676867,16889561,14074628595,16800209,47700123,16911939,13437967715,16724048,47629972,16842479,13296510700,16740101,47643521,16856739,13501897782,16766389,47665731,16878698,13844180031,16790602,47692077,16905046,13725419503,16719818,47621060,16832449,13669218742,16762120,47656317,16868740,13994914253,16774866,47673249,16885183,14240240893,16801700,47697940,16910496,23767458782,30802487,69895,60778,23581182808,30803733,73999,63354,24250999930,30803721,75540,65208,24082247958,30802655,70490,61732,23804490509,30803509,70369,60024,23589720012,30804413,73781,64506,24366919496,30804160,72808,63165,24614771975,30806005,73642,65166,24138366622,30802361,70246,61545,23935079342,30805157,73818,65088,24099273269,30803382,69939,61026,24672615333,30804407,71588,62059,24544535124,30804814,70634,63550,24145020384,30803731,70078,62986,24602039325,30803886,69875,62382,25099402315,30802629,69932,61688,
2026-08-13,12:13:36.226,997,13424508222,17648438,48530120,17758622,13438462067,17703950,48584254,17813775,13799209498,17732294,48612533,17841729,13896784245,17752613,48631738,17861296,13669753471,17696359,48583385,17812489,13572107858,17714586,48602389,17831690,14058861955,17772258,48658049,17888303,14241189690,17801853,48688175,17916524,13520030946,17689961,48581272,17811697,13411501728,17712193,48600577,17831563,13615357703,17743797,48627851,17858569,13962627950,17774918,48662855,17893161,13858086287,17689079,48575470,17804692,13836659485,17744490,48623875,17853948,14171833308,17763617,48646473,17876112,14405991027,17799556,48680834,17910471,23752574204,30790792,72615,61459,23565319473,30792212,78020,65814,24237454724,30791188,77792,65374,24069211772,30792231,76719,65562,23801656514,30790273,71858,59381,23584481027,30791454,73794,62597,24366945909,30791887,73639,62230,24618535281,30793859,74640,63871,24124880398,30788040,69488,58730,23918658521,30791820,75139,64037,24087036091,30790945,73389,61308,24663828685,30791528,72570,60907,24539027155,30793226,73986,64733,24141060732,30791268,72836,63750,24596261566,30793037,74966,64767,25098432982,30790187,71691,60848,
2026-08-13,12:13:37.226,998,13298645401,17541112,48457363,17649566,13321781955,17599016,48514125,17706508,13685508066,17629993,48544837,17737258,13781029469,17651379,48565536,17758208,13604289094,17585834,48507501,17700004,13508666006,17606808,48529252,17722349,14002808513,17667150,48587873,17780686,14177569483,17694438,48614110,17806964,13484813765,17585738,48511960,17705539,13379702890,17610670,48533552,17727420,13578130564,17642874,48561908,17755636,13937260497,17675016,48597147,17790840,13733409704,17576172,48497389,17689550,13720229690,17640174,48553928,17747130,14061755663,17656921,48574640,17767690,14287938762,17690867,48607301,17800320,23766066258,30828212,76869,67800,23575826679,30829757,82752,72106,24249844247,30828819,83334,72785,24085756738,30828809,79367,70027,23830238137,30828388,76618,66303,23598347877,30828586,77528,68377,24391010048,30831200,82064,72048,24639555767,30830389,79633,70618,24153940169,30827611,75993,67702,23941414366,30829800,80619,70837,24101775308,30828858,77826,68086,24687799224,30828891,76587,67327,24547710950,30829929,76475,69353,24142345977,30828495,75378,67799,24604228870,30829126,76052,68251,25106748707,30826658,74731,66664,
2026-08-13,12:13:38.227,998,13338184882,17977925,48892229,18087479,13354652968,18026187,48939251,18134120,13725141308,18063006,48976439,18171187,13815928686,18087712,48998762,18194541,13627723328,18016858,48936337,18131907,13536569223,18031039,48951209,18146541,14042850408,18100844,49019758,18214970,14213749002,18131508,49050273,18244685,13531130389,17994794,48918831,18115165,13427276242,18010666,48932015,18128422,13629052125,18044314,48961913,18157762,13989119265,18083646,49003861,18200265,13752180139,17969057,48887453,18082598,13747083758,18027368,48938950,18134835,14090356419,18054220,48969873,18165630,14320496464,18090845,49006087,18201004,23774275489,30826118,75840,65939,23573506533,30826132,78809,66630,24261332704,30827500,80839,69645,24088691592,30827853,80583,69716,23832529134,30824799,72011,60998,23593088154,30825327,74003,63230,24395135992,30828577,78171,67296,24645032645,30829569,77960,68252,24163727002,30824697,72196,62593,23940174858,30825438,75445,64946,24106988644,30825747,73359,62758,24697908897,30825113,72612,62090,24542719873,30826176,73049,64323,24132533395,30825562,74343,65684,24602035248,30826217,74198,65049,25112469421,30824686,71941,62864,
2026-08-13,12:13:39.227,998,13348530097,19415171,50316906,19523616,13374476699,19465359,50366219,19572904,13713082556,19505263,50405312,19612647,13828953048,19541647,50440393,19647343,13697635742,19497487,50404092,19611629,13609764449,19502948,50411307,19618251,14080760341,19585731,50491702,19699342,14270164439,19626120,50531587,19738329,13564546741,19479915,50390303,19598758,13478766783,19492027,50401240,19608889,13676971332,19533057,50438026,19645873,14004173524,19579146,50485749,19694554,13755902703,19452163,50357217,19564746,13766906174,19508813,50408351,19615833,14068866460,19539536,50442741,19650456,14319422547,19587395,50489339,19696589,23762526844,30827803,104797,96204,23552099100,30824828,103697,93711,24249288732,30827606,109469,99569,24076565910,30828936,108628,98464,23854535415,30823971,95698,85841,23602359616,30826075,102309,93503,24420077596,30825256,97969,88560,24672889946,30828319,99928,91114,24171243932,30821840,94882,86384,23941355993,30824315,101195,91435,24105832639,30823561,95541,86247,24713821937,30823021,97516,88051,24537987782,30825884,99904,92374,24119732972,30825923,102364,95373,24602272311,30827158,100486,93158,25105177660,30823213,95236,87414,
2026-08-13,12:13:40.227,997,13457542868,19349004,50215615,19456977,13480180940,19391296,50256356,19498572,13815349678,19429774,50295624,19537405,13939759759,19460847,50325870,19567734,13739469246,19409469,50280875,19522878,13651997516,19411507,50284340,19526849,14129475993,19489200,50359697,19602499,14325176885,19525815,50396140,19637898,13710280065,19419251,50295532,19538697,13617684416,19428387,50302755,19545678,13818777481,19465656,50335245,19578685,14142072997,19505552,50378987,19621599,13841812455,19400260,50270728,19513343,13844659244,19448457,50313623,19556260,14148677036,19474670,50342505,19585399,14404550274,19519707,50386957,19629343,23744961323,30787457,87183,78308,23539432580,30784999,88845,78466,24232854764,30785430,90956,80621,24063234655,30787693,90885,81860,23825355487,30783815,82989,71699,23582094205,30784161,85346,76034,24399500251,30785750,84689,74961,24649697728,30787302,85095,76176,24156086061,30780835,78496,69907,23931740335,30782798,84266,74832,24098300400,30782568,81445,71761,24699936592,30783629,83065,73702,24524200899,30783697,80791,73389,24110105642,30784524,83333,76270,24588346715,30783935,81538,73673,25095755281,30782682,80535,72752,
2026-08-13,12:13:41.226,997,13435937449,19024483,49880843,19132162,13477325521,19056500,49910184,19163051,13848496507,19096830,49951491,19203503,13942490112,19122069,49974958,19227610,13819681312,19069689,49930925,19183111,13759799462,19065486,49928754,19179893,14255934464,19146129,50008053,19259058,14433111007,19177502,50038033,19289150,13771836558,19064763,49931129,19183206,13699136552,19066998,49929978,19183310,13893860939,19103153,49961335,19214923,14250303702,19140135,50002484,19254789,13856221085,19017035,49875934,19129330,13873356864,19067007,49921080,19173474,14209226993,19095005,49953785,19205435,14444157570,19129522,49987005,19238363,23718506733,30793642,126810,118035,23517273813,30789699,128792,117787,24204702709,30789061,125733,115384,24034239317,30791507,126260,116711,23866180881,30789991,120067,109865,23608961403,30789114,121185,111997,24426554804,30789577,120249,110358,24678091515,30792015,121948,112970,24171023497,30787020,116542,108283,23949670021,30788031,121825,112243,24111021495,30789095,117696,107905,24707772010,30787621,117155,107524,24484367910,30789606,119403,111904,24074963837,30788439,119745,112205,24549897299,30788885,116882,108936,25050362074,30789948,120480,112163,
2026-08-13,12:13:42.226,997,12910259465,20038637,50892111,20149564,12975096624,20106388,50957666,20216785,13305050604,20157559,51010451,20268539,13412450503,20196737,51048738,20305903,13367443044,20065637,50924382,20182545,13332212687,20096180,50955224,20213493,13794318124,20195600,51053563,20311543,13967822915,20240617,51097372,20355524,13242510491,20051885,50916818,20174272,13187458760,20075877,50937209,20195606,13368774065,20123058,50979803,20238637,13686850731,20180703,51041076,20299148,13279821540,19997649,50855157,20113299,13334976927,20089963,50941530,20199748,13637674516,20124560,50979225,20237972,13865623843,20178881,51032317,20290799,23705379918,30784561,120150,108753,23474650443,30781397,122644,110016,24200244407,30784129,123717,111971,24028536320,30785915,121744,110100,23804710448,30780587,113041,100731,23519771122,30780161,112689,101053,24378336867,30781493,115880,103640,24631100364,30783971,115933,104853,24127068702,30779762,111546,101159,23868908341,30779914,113005,101443,24037686131,30781732,112991,101329,24664875615,30779808,109305,97876,24468450179,30784677,115778,106556,24025389269,30781573,114298,104946,24532936291,30781903,114012,103859,25040546788,30782701,115998,105400,
2026-08-13,12:13:43.227,998,9047093706,13250065,44162804,13355461,9045229744,13287691,44198613,13392177,9300604506,13313527,44223752,13417726,9403354179,13334749,44244451,13438210,10062532001,13292557,44208537,13402987,9936080359,13301341,44219732,13412684,10325425641,13345747,44260976,13455549,10486102447,13374376,44289873,13483972,9589606561,13317197,44238040,13433064,9462269312,13335111,44253033,13448055,9621056729,13360787,44275799,13469961,9896618565,13383889,44303016,13496063,9556825383,13331476,44246552,13440817,9523364540,13370629,44280016,13474405,9763194205,13379922,44293406,13487180,9983971767,13417472,44328981,13523130,23670706044,30850256,124575,115682,23386518384,30849807,130140,119504,24175031031,30847319,125778,115569,23958957483,30849993,125499,116379,23673605334,30847297,121626,111268,23318409509,30848414,122850,112954,24250545868,30848220,123616,113045,24483221467,30847847,119198,110625,24011501875,30845277,118310,109823,23656466778,30846104,119891,109474,23857823741,30848589,119939,110153,24534002015,30845876,116690,107117,24455742152,30849216,121402,113827,23902501401,30845823,117398,110143,24478302707,30847417,118515,110618,24998939882,30847057,120184,111809,
2026-08-13,12:13:44.227,998,6741790484,8813824,39747912,8918807,6746974820,8853902,39785886,8958234,6995685703,8864603,39796975,8969309,7055725492,8871782,39803476,8975482,8286035676,8840058,39776979,8950211,8166896231,8864439,39805352,8975977,8536553331,8878093,39816391,8987857,8647519627,8893270,39832353,9002440,7463323864,8842615,39784781,8958599,7337475358,8864608,39804081,8977774,7469668484,8879566,39815445,8989450,7752839391,8888144,39828055,9000606,7346281998,8851010,39787962,8960138,7302785429,8884671,39816503,8988667,7546794728,8889751,39824079,8996769,7717678869,8906426,39840496,9012182,23599637725,30887726,157145,146847,23295111864,30884824,158778,147386,24102248719,30883192,154714,143746,23867559977,30886878,155499,145034,23606374382,30883482,149779,138399,23213540474,30885114,153508,142996,24172781577,30885094,148402,137514,24393756921,30886273,146646,136752,23921790277,30881755,146624,137225,23524832012,30882311,148733,137849,23729053924,30885952,148342,138008,24432567678,30883607,147908,137655,24379214492,30886530,154152,144995,23772522001,30882921,148413,140119,24378840476,30884108,147012,137864,24893690921,30883911,148577,139067,
2026-08-13,12:13:45.228,998,6771987097,8720491,39636416,8825127,6776642314,8759396,39673054,8863511,7028724997,8769440,39683332,8873242,7084027370,8775825,39687506,8878764,8284895322,8746599,39666804,8857203,8172146699,8766927,39688863,8877999,8530596370,8781649,39702001,8891580,8649105969,8794424,39714693,8903268,7492480809,8747400,39672132,8863021,7363102781,8768060,39689134,8881147,7495477911,8782230,39699916,8891751,7778476823,8793144,39713948,8905620,7374239280,8755566,39674762,8865204,7333475840,8789184,39701906,8892955,7571702273,8790686,39707773,8897796,7746397312,8807549,39722903,8912525,23596038985,30877068,178090,168794,23302309112,30874241,180488,170129,24103946271,30873091,175183,164945,23868506168,30877337,176826,167192,23605970610,30875523,172969,163117,23220138729,30874458,176075,166423,24171005069,30876666,173583,164092,24397090272,30876194,168595,160116,23923528803,30871990,167724,159576,23533972054,30872166,170697,161129,23738315455,30876409,171088,162022,24433380495,30873163,171042,161938,24383998028,30877234,176133,168980,23780144067,30873307,170443,163435,24380638559,30874935,169158,161542,24894016503,30873086,168382,159734,
2026-08-13,12:13:46.227,997,6675125912,8614028,39510969,8720686,6672164198,8645824,39542260,8752667,6922025319,8656849,39551385,8762645,6977886941,8662247,39556049,8767118,8213627884,8636042,39536739,8748271,8094469033,8655350,39558833,8768799,8452944910,8668014,39570067,8779820,8570179786,8679199,39581619,8790368,7443764449,8637217,39543351,8754760,7312315812,8655135,39558843,8770256,7444060071,8667493,39566909,8778813,7725962590,8677212,39580298,8791424,7303797578,8643134,39543603,8754545,7254174784,8673335,39567579,8779085,7499661738,8676641,39574859,8785632,7669125400,8690827,39587194,8798292,23573216238,30854394,165719,156228,23274131565,30851543,168261,158023,24074675065,30851552,167360,156812,23839690272,30855166,166382,156526,23581397750,30853024,163573,152942,23190462600,30851293,163708,153958,24149210648,30853309,162690,152710,24368531440,30854343,158041,148811,23898533331,30849627,157514,148727,23500463876,30848068,157058,147400,23711428500,30852661,157818,148288,24406345046,30850395,159924,150324,24353418969,30853765,164898,156943,23747290700,30849868,159864,152270,24353886511,30851397,157552,149408,24870586377,30851500,159955,151403,
2026-08-13,12:13:47.227,997,6609675176,8662462,39560444,8767608,6610666403,8695447,39592231,8800266,6860406265,8705711,39600919,8809782,6916822291,8713457,39606331,8816731,8200558394,8685489,39587079,8796079,8088512893,8704513,39608616,8816070,8445854662,8717532,39620642,8828189,8558936655,8730102,39633899,8839642,7398331245,8685724,39592489,8802052,7269533130,8705766,39610059,8819510,7399969085,8717887,39617688,8827615,7681830871,8726796,39629256,8838783,7245888183,8693223,39594593,8802896,7199369743,8723822,39617738,8827374,7446935662,8726667,39625067,8833537,7608657195,8739600,39636465,8845251,23566796823,30861068,180658,170303,23263954789,30857037,180791,169468,24073037056,30856849,179894,168267,23835198716,30861424,181326,170706,23581677310,30857651,174199,162540,23187164202,30857667,178186,167643,24144584632,30857792,172844,162401,24375403042,30860103,170835,160587,23899109744,30855841,172408,163083,23493357236,30854845,171074,160859,23705073968,30859314,173250,162659,24400533024,30855488,174170,162484,24351145398,30858342,175381,166619,23738344513,30856984,176477,167337,24348312773,30857210,171036,161935,24860885675,30854997,169390,160044,
2026-08-13,12:13:48.226,997,6552317823,8705403,39611555,8811989,6552820043,8738936,39644120,8844871,6801939887,8750600,39655133,8856664,6855405469,8756274,39659791,8860936,8167618016,8729856,39640617,8841757,8057305579,8748961,39663233,8861980,8412948363,8762750,39674667,8873883,8523029684,8771793,39683606,8883016,7353934662,8730215,39646394,8847866,7228540682,8748479,39661269,8862885,7356285070,8762257,39671310,8873486,7635156308,8770858,39682126,8884928,7190008716,8738506,39649715,8850122,7146142473,8767364,39670466,8872651,7387278507,8770188,39677554,8879054,7554213858,8784328,39691737,8892384,23570919277,30858939,156767,146929,23255623620,30856672,159253,148186,24079649293,30856704,157237,146247,23837830740,30858127,154096,143623,23586311556,30856476,151275,140262,23185898897,30856951,152739,142418,24150952624,30857229,150018,138870,24376009686,30856829,145776,136412,23902764292,30854520,148601,139399,23492139110,30852096,147069,136094,23697922146,30856644,148137,137798,24410147918,30854695,147561,137317,24352689736,30858149,154595,146267,23737421329,30853192,146914,138533,24351787644,30856530,149007,140543,24868160537,30854748,145193,136457,
