bench,streams,tag,phase,query,mean_s,std_s,n
clickbench,1,firsttouch,warm,27,0.019,0.0013,9
clickbench,1,firsttouch,cold,28,0.1503,0.0,1
clickbench,1,firsttouch,warm,28,0.1486,0.0073,9
clickbench,1,firsttouch,cold,29,7.4443,0.0,1
clickbench,1,firsttouch,warm,29,2.1845,0.0519,9
clickbench,1,firsttouch,cold,30,0.0479,0.0,1
clickbench,1,firsttouch,warm,30,0.0488,0.0015,9
clickbench,1,firsttouch,cold,31,0.5402,0.0,1
clickbench,1,firsttouch,warm,31,0.1421,0.0032,9
clickbench,1,firsttouch,cold,32,2.3382,0.0,1
clickbench,1,firsttouch,warm,32,0.2747,0.04,9
clickbench,1,firsttouch,cold,33,0.8111,0.0,1
clickbench,1,firsttouch,warm,33,0.786,0.0213,9
clickbench,1,firsttouch,cold,34,0.5362,0.0,1
clickbench,1,firsttouch,warm,34,0.5032,0.0125,9
clickbench,1,firsttouch,cold,35,0.54,0.0,1
clickbench,1,firsttouch,warm,35,0.6118,0.0387,9
clickbench,1,firsttouch,cold,36,0.1411,0.0,1
clickbench,1,firsttouch,warm,36,0.1367,0.0054,9
clickbench,1,firsttouch,cold,37,0.0466,0.0,1
clickbench,1,firsttouch,warm,37,0.0409,0.0068,9
clickbench,1,firsttouch,cold,38,0.0176,0.0,1
clickbench,1,firsttouch,warm,38,0.0173,0.0029,9
clickbench,1,firsttouch,cold,39,0.0294,0.0,1
clickbench,1,firsttouch,warm,39,0.0252,0.0027,9
clickbench,1,firsttouch,cold,40,0.0972,0.0,1
clickbench,1,firsttouch,warm,40,0.0876,0.0139,9
clickbench,1,firsttouch,cold,41,0.0568,0.0,1
clickbench,1,firsttouch,warm,41,0.0139,0.0027,9
clickbench,1,firsttouch,cold,42,0.0219,0.0,1
clickbench,1,firsttouch,warm,42,0.0166,0.0018,9
clickbench,1,firsttouch,cold,43,0.0155,0.0,1
clickbench,1,firsttouch,warm,43,0.0165,0.0035,9
clickbench,1,imbalanced,cold,1,0.0583,0.0,1
clickbench,1,imbalanced,warm,1,0.0028,0.0001,9
clickbench,1,imbalanced,cold,2,0.4069,0.0,1
clickbench,1,imbalanced,warm,2,0.0402,0.0064,9
clickbench,1,imbalanced,cold,3,0.6307,0.0,1
clickbench,1,imbalanced,warm,3,0.0178,0.0087,9
clickbench,1,imbalanced,cold,4,1.3872,0.0,1
clickbench,1,imbalanced,warm,4,0.0117,0.0014,9
clickbench,1,imbalanced,cold,5,0.3978,0.0,1
clickbench,1,imbalanced,warm,5,0.1797,0.0042,9
clickbench,1,imbalanced,cold,6,2.2957,0.0,1
clickbench,1,imbalanced,warm,6,0.2024,0.0061,9
clickbench,1,imbalanced,cold,7,0.0174,0.0,1
clickbench,1,imbalanced,warm,7,0.0304,0.0002,9
clickbench,1,imbalanced,cold,8,0.0229,0.0,1
clickbench,1,imbalanced,warm,8,0.0145,0.0028,9
clickbench,1,imbalanced,cold,9,0.8694,0.0,1
clickbench,1,imbalanced,warm,9,0.2179,0.0042,9
clickbench,1,imbalanced,cold,10,0.3179,0.0,1
clickbench,1,imbalanced,warm,10,0.3107,0.017,9
clickbench,1,imbalanced,cold,11,0.4892,0.0,1
clickbench,1,imbalanced,warm,11,0.0813,0.01,9
clickbench,1,imbalanced,cold,12,0.3017,0.0,1
clickbench,1,imbalanced,warm,12,0.0776,0.0074,9
clickbench,1,imbalanced,cold,13,0.2812,0.0,1
clickbench,1,imbalanced,warm,13,0.2364,0.0064,9
clickbench,1,imbalanced,cold,14,0.4831,0.0,1
clickbench,1,imbalanced,warm,14,0.4474,0.013,9
clickbench,1,imbalanced,cold,15,0.5411,0.0,1
clickbench,1,imbalanced,warm,15,0.2441,0.0049,9
clickbench,1,imbalanced,cold,16,0.2036,0.0,1
clickbench,1,imbalanced,warm,16,0.2063,0.0025,9
clickbench,1,imbalanced,cold,17,0.4704,0.0,1
clickbench,1,imbalanced,warm,17,0.4525,0.0057,9
clickbench,1,imbalanced,cold,18,0.4773,0.0,1
clickbench,1,imbalanced,warm,18,0.4546,0.0131,9
clickbench,1,imbalanced,cold,19,3.007,0.0,1
clickbench,1,imbalanced,warm,19,0.932,0.0744,9
clickbench,1,imbalanced,cold,20,0.0103,0.0,1
clickbench,1,imbalanced,warm,20,0.0114,0.0033,9
clickbench,1,imbalanced,cold,21,12.5772,0.0,1
clickbench,1,imbalanced,warm,21,0.2427,0.0067,9
clickbench,1,imbalanced,cold,22,0.2529,0.0,1
clickbench,1,imbalanced,warm,22,0.2433,0.0066,9
clickbench,1,imbalanced,cold,23,6.4105,0.0,1
clickbench,1,imbalanced,warm,23,0.3189,0.0105,9
clickbench,1,imbalanced,cold,24,0.4671,0.0,1
clickbench,1,imbalanced,warm,24,0.1103,0.0057,9
clickbench,1,imbalanced,cold,25,0.0212,0.0,1
clickbench,1,imbalanced,warm,25,0.0199,0.0016,9
clickbench,1,imbalanced,cold,26,0.1002,0.0,1
clickbench,1,imbalanced,warm,26,0.0959,0.0035,9
clickbench,1,imbalanced,cold,27,0.0198,0.0,1
clickbench,1,imbalanced,warm,27,0.0212,0.0024,9
clickbench,1,imbalanced,cold,28,0.209,0.0,1
clickbench,1,imbalanced,warm,28,0.2098,0.0072,9
clickbench,1,imbalanced,cold,29,7.5347,0.0,1
clickbench,1,imbalanced,warm,29,2.2703,0.0482,9
clickbench,1,imbalanced,cold,30,0.0561,0.0,1
clickbench,1,imbalanced,warm,30,0.0506,0.0016,9
clickbench,1,imbalanced,cold,31,0.5767,0.0,1
clickbench,1,imbalanced,warm,31,0.1787,0.0077,9
clickbench,1,imbalanced,cold,32,2.3264,0.0,1
clickbench,1,imbalanced,warm,32,0.3525,0.0418,9
clickbench,1,imbalanced,cold,33,1.5631,0.0,1
clickbench,1,imbalanced,warm,33,1.502,0.0245,9
clickbench,1,imbalanced,cold,34,1.4814,0.0,1
clickbench,1,imbalanced,warm,34,1.3926,0.0383,9
clickbench,1,imbalanced,cold,35,1.4887,0.0,1
clickbench,1,imbalanced,warm,35,1.469,0.039,9
clickbench,1,imbalanced,cold,36,0.188,0.0,1
clickbench,1,imbalanced,warm,36,0.177,0.0044,9
clickbench,1,imbalanced,cold,37,0.046,0.0,1
clickbench,1,imbalanced,warm,37,0.0411,0.0048,9
clickbench,1,imbalanced,cold,38,0.0212,0.0,1
clickbench,1,imbalanced,warm,38,0.0175,0.0034,9
clickbench,1,imbalanced,cold,39,0.03,0.0,1
clickbench,1,imbalanced,warm,39,0.0255,0.0033,9
clickbench,1,imbalanced,cold,40,0.1118,0.0,1
clickbench,1,imbalanced,warm,40,0.093,0.0153,9
clickbench,1,imbalanced,cold,41,0.0499,0.0,1
clickbench,1,imbalanced,warm,41,0.0136,0.0021,9
clickbench,1,imbalanced,cold,42,0.0183,0.0,1
clickbench,1,imbalanced,warm,42,0.0164,0.0024,9
clickbench,1,imbalanced,cold,43,0.0172,0.0,1
clickbench,1,imbalanced,warm,43,0.017,0.0048,9
clickbench,1,interleaved,cold,1,0.056,0.0,1
clickbench,1,interleaved,warm,1,0.0016,0.0001,9
clickbench,1,interleaved,cold,2,0.4076,0.0,1
clickbench,1,interleaved,warm,2,0.038,0.0036,9
clickbench,1,interleaved,cold,3,0.6402,0.0,1
clickbench,1,interleaved,warm,3,0.0146,0.0022,9
clickbench,1,interleaved,cold,4,1.3434,0.0,1
clickbench,1,interleaved,warm,4,0.0133,0.0035,9
clickbench,1,interleaved,cold,5,0.3886,0.0,1
clickbench,1,interleaved,warm,5,0.1536,0.0085,9
clickbench,1,interleaved,cold,6,2.2422,0.0,1
clickbench,1,interleaved,warm,6,0.163,0.0205,9
clickbench,1,interleaved,cold,7,0.0243,0.0,1
clickbench,1,interleaved,warm,7,0.0448,0.0004,9
clickbench,1,interleaved,cold,8,0.0269,0.0,1
clickbench,1,interleaved,warm,8,0.0179,0.0057,9
clickbench,1,interleaved,cold,9,0.8452,0.0,1
clickbench,1,interleaved,warm,9,0.1909,0.0076,9
clickbench,1,interleaved,cold,10,0.2939,0.0,1
clickbench,1,interleaved,warm,10,0.2772,0.0073,9
clickbench,1,interleaved,cold,11,0.4796,0.0,1
clickbench,1,interleaved,warm,11,0.0827,0.0083,9
clickbench,1,interleaved,cold,12,0.292,0.0,1
clickbench,1,interleaved,warm,12,0.0826,0.0111,9
clickbench,1,interleaved,cold,13,0.1869,0.0,1
clickbench,1,interleaved,warm,13,0.1609,0.0077,9
clickbench,1,interleaved,cold,14,0.3464,0.0,1
clickbench,1,interleaved,warm,14,0.3139,0.0076,9
clickbench,1,interleaved,cold,15,0.5203,0.0,1
clickbench,1,interleaved,warm,15,0.1649,0.0091,9
clickbench,1,interleaved,cold,16,0.1696,0.0,1
clickbench,1,interleaved,warm,16,0.1677,0.0045,9
clickbench,1,interleaved,cold,17,0.3702,0.0,1
clickbench,1,interleaved,warm,17,0.325,0.0087,9
clickbench,1,interleaved,cold,18,0.3646,0.0,1
clickbench,1,interleaved,warm,18,0.3395,0.0126,9
clickbench,1,interleaved,cold,19,2.7757,0.0,1
clickbench,1,interleaved,warm,19,0.6134,0.014,9
clickbench,1,interleaved,cold,20,0.0107,0.0,1
clickbench,1,interleaved,warm,20,0.0153,0.003,9
clickbench,1,interleaved,cold,21,12.6179,0.0,1
clickbench,1,interleaved,warm,21,0.2144,0.0105,9
clickbench,1,interleaved,cold,22,0.1918,0.0,1
clickbench,1,interleaved,warm,22,0.193,0.011,9
clickbench,1,interleaved,cold,23,6.3745,0.0,1
clickbench,1,interleaved,warm,23,0.2132,0.0079,9
clickbench,1,interleaved,cold,24,0.4567,0.0,1
clickbench,1,interleaved,warm,24,0.1044,0.0106,9
clickbench,1,interleaved,cold,25,0.0178,0.0,1
clickbench,1,interleaved,warm,25,0.0186,0.0024,9
clickbench,1,interleaved,cold,26,0.0942,0.0,1
clickbench,1,interleaved,warm,26,0.0917,0.0032,9
clickbench,1,interleaved,cold,27,0.0201,0.0,1
clickbench,1,interleaved,warm,27,0.0212,0.0034,9
clickbench,1,interleaved,cold,28,0.1518,0.0,1
clickbench,1,interleaved,warm,28,0.1526,0.0064,9
clickbench,1,interleaved,cold,29,7.5411,0.0,1
clickbench,1,interleaved,warm,29,2.1988,0.0624,9
clickbench,1,interleaved,cold,30,0.0508,0.0,1
clickbench,1,interleaved,warm,30,0.0515,0.0026,9
clickbench,1,interleaved,cold,31,0.5645,0.0,1
clickbench,1,interleaved,warm,31,0.1553,0.0029,9
clickbench,1,interleaved,cold,32,2.3564,0.0,1
clickbench,1,interleaved,warm,32,0.3049,0.0472,9
clickbench,1,interleaved,cold,33,0.9961,0.0,1
clickbench,1,interleaved,warm,33,0.9553,0.0202,9
clickbench,1,interleaved,cold,34,0.6342,0.0,1
clickbench,1,interleaved,warm,34,0.6694,0.0571,9
clickbench,1,interleaved,cold,35,0.8531,0.0,1
clickbench,1,interleaved,warm,35,0.7891,0.0545,9
clickbench,1,interleaved,cold,36,0.1514,0.0,1
clickbench,1,interleaved,warm,36,0.156,0.0068,9
clickbench,1,interleaved,cold,37,0.0374,0.0,1
clickbench,1,interleaved,warm,37,0.0438,0.0058,9
clickbench,1,interleaved,cold,38,0.0197,0.0,1
clickbench,1,interleaved,warm,38,0.0184,0.0046,9
clickbench,1,interleaved,cold,39,0.0388,0.0,1
clickbench,1,interleaved,warm,39,0.0279,0.0046,9
clickbench,1,interleaved,cold,40,0.0848,0.0,1
clickbench,1,interleaved,warm,40,0.0932,0.0121,9
clickbench,1,interleaved,cold,41,0.052,0.0,1
clickbench,1,interleaved,warm,41,0.0179,0.0039,9
clickbench,1,interleaved,cold,42,0.021,0.0,1
clickbench,1,interleaved,warm,42,0.0158,0.001,9
clickbench,1,interleaved,cold,43,0.0152,0.0,1
clickbench,1,interleaved,warm,43,0.0179,0.0032,9
clickbench,1,numa-balancing,cold,1,0.0544,0.0,1
clickbench,1,numa-balancing,warm,1,0.0023,0.0003,9
clickbench,1,numa-balancing,cold,2,0.3987,0.0,1
clickbench,1,numa-balancing,warm,2,0.0328,0.0041,9
clickbench,1,numa-balancing,cold,3,0.6306,0.0,1
clickbench,1,numa-balancing,warm,3,0.013,0.0025,9
clickbench,1,numa-balancing,cold,4,1.3443,0.0,1
clickbench,1,numa-balancing,warm,4,0.0113,0.0017,9
clickbench,1,numa-balancing,cold,5,0.2685,0.0,1
clickbench,1,numa-balancing,warm,5,0.1387,0.0102,9
clickbench,1,numa-balancing,cold,6,2.2537,0.0,1
clickbench,1,numa-balancing,warm,6,0.144,0.0263,9
clickbench,1,numa-balancing,cold,7,0.0181,0.0,1
clickbench,1,numa-balancing,warm,7,0.0449,0.0011,9
clickbench,1,numa-balancing,cold,8,0.0199,0.0,1
clickbench,1,numa-balancing,warm,8,0.0139,0.0018,9
clickbench,1,numa-balancing,cold,9,0.8156,0.0,1
clickbench,1,numa-balancing,warm,9,0.172,0.0083,9
clickbench,1,numa-balancing,cold,10,0.2604,0.0,1
clickbench,1,numa-balancing,warm,10,0.2535,0.0097,9
clickbench,1,numa-balancing,cold,11,0.4934,0.0,1
clickbench,1,numa-balancing,warm,11,0.0627,0.004,9
clickbench,1,numa-balancing,cold,12,0.3092,0.0,1
clickbench,1,numa-balancing,warm,12,0.0653,0.0028,9
clickbench,1,numa-balancing,cold,13,0.1666,0.0,1
clickbench,1,numa-balancing,warm,13,0.1312,0.0123,9
clickbench,1,numa-balancing,cold,14,0.3121,0.0,1
clickbench,1,numa-balancing,warm,14,0.2563,0.0078,9
clickbench,1,numa-balancing,cold,15,0.5599,0.0,1
clickbench,1,numa-balancing,warm,15,0.1402,0.0071,9
clickbench,1,numa-balancing,cold,16,0.1512,0.0,1
clickbench,1,numa-balancing,warm,16,0.1516,0.0088,9
clickbench,1,numa-balancing,cold,17,0.3382,0.0,1
clickbench,1,numa-balancing,warm,17,0.2928,0.0122,9
clickbench,1,numa-balancing,cold,18,0.3058,0.0,1
clickbench,1,numa-balancing,warm,18,0.3024,0.0143,9
clickbench,1,numa-balancing,cold,19,2.714,0.0,1
clickbench,1,numa-balancing,warm,19,0.5436,0.0303,9
clickbench,1,numa-balancing,cold,20,0.0112,0.0,1
clickbench,1,numa-balancing,warm,20,0.01,0.0039,9
clickbench,1,numa-balancing,cold,21,12.6745,0.0,1
clickbench,1,numa-balancing,warm,21,0.2097,0.0177,9
clickbench,1,numa-balancing,cold,22,0.1951,0.0,1
clickbench,1,numa-balancing,warm,22,0.1854,0.0098,9
clickbench,1,numa-balancing,cold,23,6.4019,0.0,1
clickbench,1,numa-balancing,warm,23,0.2047,0.01,9
clickbench,1,numa-balancing,cold,24,0.4616,0.0,1
clickbench,1,numa-balancing,warm,24,0.0755,0.0062,9
clickbench,1,numa-balancing,cold,25,0.02,0.0,1
clickbench,1,numa-balancing,warm,25,0.0176,0.0013,9
clickbench,1,numa-balancing,cold,26,0.0922,0.0,1
clickbench,1,numa-balancing,warm,26,0.0914,0.0009,9
clickbench,1,numa-balancing,cold,27,0.0241,0.0,1
clickbench,1,numa-balancing,warm,27,0.0187,0.0021,9
clickbench,1,numa-balancing,cold,28,0.1513,0.0,1
clickbench,1,numa-balancing,warm,28,0.1515,0.0077,9
clickbench,1,numa-balancing,cold,29,7.5868,0.0,1
clickbench,1,numa-balancing,warm,29,2.2098,0.0754,9
clickbench,1,numa-balancing,cold,30,0.0507,0.0,1
clickbench,1,numa-balancing,warm,30,0.0501,0.0025,9
clickbench,1,numa-balancing,cold,31,0.5438,0.0,1
clickbench,1,numa-balancing,warm,31,0.1431,0.0044,9
clickbench,1,numa-balancing,cold,32,2.2317,0.0,1
clickbench,1,numa-balancing,warm,32,0.2815,0.0374,9
clickbench,1,numa-balancing,cold,33,0.813,0.0,1
clickbench,1,numa-balancing,warm,33,0.7834,0.0215,9
clickbench,1,numa-balancing,cold,34,0.534,0.0,1
clickbench,1,numa-balancing,warm,34,0.5231,0.023,9
clickbench,1,numa-balancing,cold,35,0.5597,0.0,1
clickbench,1,numa-balancing,warm,35,0.6,0.0463,9
clickbench,1,numa-balancing,cold,36,0.1472,0.0,1
clickbench,1,numa-balancing,warm,36,0.1367,0.0053,9
clickbench,1,numa-balancing,cold,37,0.0547,0.0,1
clickbench,1,numa-balancing,warm,37,0.0448,0.0066,9
clickbench,1,numa-balancing,cold,38,0.0127,0.0,1
clickbench,1,numa-balancing,warm,38,0.0168,0.0044,9
clickbench,1,numa-balancing,cold,39,0.0267,0.0,1
clickbench,1,numa-balancing,warm,39,0.0247,0.0039,9
clickbench,1,numa-balancing,cold,40,0.0727,0.0,1
clickbench,1,numa-balancing,warm,40,0.0882,0.0132,9
clickbench,1,numa-balancing,cold,41,0.0534,0.0,1
clickbench,1,numa-balancing,warm,41,0.0142,0.0021,9
clickbench,1,numa-balancing,cold,42,0.0218,0.0,1
clickbench,1,numa-balancing,warm,42,0.0185,0.0047,9
clickbench,1,numa-balancing,cold,43,0.0213,0.0,1
clickbench,1,numa-balancing,warm,43,0.0176,0.0026,9
clickbench,1,repl,cold,1,0.0551,0.0,1
clickbench,1,repl,warm,1,0.0023,0.0001,9
clickbench,1,repl,cold,2,0.4152,0.0,1
clickbench,1,repl,warm,2,0.0289,0.0016,9
clickbench,1,repl,cold,3,0.6373,0.0,1
clickbench,1,repl,warm,3,0.0159,0.0095,9
clickbench,1,repl,cold,4,1.3787,0.0,1
clickbench,1,repl,warm,4,0.0129,0.0027,9
clickbench,1,repl,cold,5,0.3018,0.0,1
clickbench,1,repl,warm,5,0.1328,0.0039,9
clickbench,1,repl,cold,6,2.2938,0.0,1
clickbench,1,repl,warm,6,0.1198,0.0157,9
clickbench,1,repl,cold,7,0.0293,0.0,1
clickbench,1,repl,warm,7,0.0437,0.0017,9
clickbench,1,repl,cold,8,0.0253,0.0,1
clickbench,1,repl,warm,8,0.0145,0.0016,9
clickbench,1,repl,cold,9,0.8073,0.0,1
clickbench,1,repl,warm,9,0.1781,0.0116,9
clickbench,1,repl,cold,10,0.334,0.0,1
clickbench,1,repl,warm,10,0.2659,0.0109,9
clickbench,1,repl,cold,11,0.5023,0.0,1
clickbench,1,repl,warm,11,0.0669,0.0053,9
clickbench,1,repl,cold,12,0.2989,0.0,1
clickbench,1,repl,warm,12,0.0706,0.0052,9
clickbench,1,repl,cold,13,0.2483,0.0,1
clickbench,1,repl,warm,13,0.1318,0.0072,9
clickbench,1,repl,cold,14,0.3908,0.0,1
clickbench,1,repl,warm,14,0.2566,0.014,9
clickbench,1,repl,cold,15,0.4837,0.0,1
clickbench,1,repl,warm,15,0.1434,0.0052,9
clickbench,1,repl,cold,16,0.1691,0.0,1
clickbench,1,repl,warm,16,0.1496,0.003,9
clickbench,1,repl,cold,17,0.3802,0.0,1
clickbench,1,repl,warm,17,0.2849,0.0049,9
clickbench,1,repl,cold,18,0.3531,0.0,1
clickbench,1,repl,warm,18,0.302,0.0106,9
clickbench,1,repl,cold,19,2.7123,0.0,1
clickbench,1,repl,warm,19,0.5774,0.0342,9
clickbench,1,repl,cold,20,0.0112,0.0,1
clickbench,1,repl,warm,20,0.0083,0.0016,9
clickbench,1,repl,cold,21,12.7433,0.0,1
clickbench,1,repl,warm,21,0.246,0.0928,9
clickbench,1,repl,cold,22,0.7143,0.0,1
clickbench,1,repl,warm,22,0.2411,0.107,9
clickbench,1,repl,cold,23,6.5036,0.0,1
clickbench,1,repl,warm,23,0.4105,0.0992,9
clickbench,1,repl,cold,24,0.5336,0.0,1
clickbench,1,repl,warm,24,0.0793,0.0091,9
clickbench,1,repl,cold,25,0.0351,0.0,1
clickbench,1,repl,warm,25,0.0195,0.003,9
clickbench,1,repl,cold,26,0.1199,0.0,1
clickbench,1,repl,warm,26,0.0928,0.0022,9
clickbench,1,repl,cold,27,0.03,0.0,1
clickbench,1,repl,warm,27,0.0229,0.0036,9
clickbench,1,repl,cold,28,0.5878,0.0,1
clickbench,1,repl,warm,28,0.1806,0.0668,9
clickbench,1,repl,cold,29,7.637,0.0,1
clickbench,1,repl,warm,29,2.499,0.2315,9
clickbench,1,repl,cold,30,0.0653,0.0,1
clickbench,1,repl,warm,30,0.0496,0.0016,9
clickbench,1,repl,cold,31,0.5478,0.0,1
clickbench,1,repl,warm,31,0.1502,0.0117,9
clickbench,1,repl,cold,32,2.2635,0.0,1
clickbench,1,repl,warm,32,0.313,0.0543,9
clickbench,1,repl,cold,33,1.0054,0.0,1
clickbench,1,repl,warm,33,0.8244,0.0476,9
clickbench,1,repl,cold,34,1.0678,0.0,1
clickbench,1,repl,warm,34,0.5534,0.0711,9
clickbench,1,repl,cold,35,1.0539,0.0,1
clickbench,1,repl,warm,35,0.6023,0.0687,9
clickbench,1,repl,cold,36,0.1597,0.0,1
clickbench,1,repl,warm,36,0.1405,0.0045,9
clickbench,1,repl,cold,37,0.0533,0.0,1
clickbench,1,repl,warm,37,0.0381,0.0054,9
clickbench,1,repl,cold,38,0.0216,0.0,1
clickbench,1,repl,warm,38,0.018,0.0029,9
clickbench,1,repl,cold,39,0.0437,0.0,1
clickbench,1,repl,warm,39,0.024,0.0041,9
clickbench,1,repl,cold,40,0.108,0.0,1
clickbench,1,repl,warm,40,0.0838,0.0113,9
clickbench,1,repl,cold,41,0.0641,0.0,1
clickbench,1,repl,warm,41,0.0169,0.0045,9
clickbench,1,repl,cold,42,0.0245,0.0,1
clickbench,1,repl,warm,42,0.0171,0.0011,9
clickbench,1,repl,cold,43,0.0261,0.0,1
clickbench,1,repl,warm,43,0.0171,0.0029,9
tpch-sf10,16,firsttouch,cold,1,0.4603,0.0,1
tpch-sf10,16,firsttouch,warm,1,0.1803,0.0383,9
tpch-sf10,16,firsttouch,cold,2,0.4461,0.0,1
tpch-sf10,16,firsttouch,warm,2,0.295,0.0313,9
tpch-sf10,16,firsttouch,cold,3,0.9546,0.0,1
tpch-sf10,16,firsttouch,warm,3,0.5239,0.0536,9
tpch-sf10,16,firsttouch,cold,4,0.6938,0.0,1
tpch-sf10,16,firsttouch,warm,4,0.4877,0.0441,9
tpch-sf10,16,firsttouch,cold,5,0.9475,0.0,1
tpch-sf10,16,firsttouch,warm,5,0.5423,0.0494,9
tpch-sf10,16,firsttouch,cold,6,0.3615,0.0,1
tpch-sf10,16,firsttouch,warm,6,0.1282,0.0317,9
tpch-sf10,16,firsttouch,cold,7,0.9126,0.0,1
tpch-sf10,16,firsttouch,warm,7,0.5756,0.0667,9
tpch-sf10,16,firsttouch,cold,8,1.0961,0.0,1
tpch-sf10,16,firsttouch,warm,8,0.6973,0.0869,9
tpch-sf10,16,firsttouch,cold,9,1.2127,0.0,1
tpch-sf10,16,firsttouch,warm,9,0.8526,0.1472,9
tpch-sf10,16,firsttouch,cold,10,1.1656,0.0,1
tpch-sf10,16,firsttouch,warm,10,0.8476,0.0691,9
tpch-sf10,16,firsttouch,cold,11,0.4054,0.0,1
tpch-sf10,16,firsttouch,warm,11,0.1801,0.0367,9
tpch-sf10,16,firsttouch,cold,12,0.6776,0.0,1
tpch-sf10,16,firsttouch,warm,12,0.4178,0.0528,9
tpch-sf10,16,firsttouch,cold,13,1.1827,0.0,1
tpch-sf10,16,firsttouch,warm,13,0.7913,0.0948,9
tpch-sf10,16,firsttouch,cold,14,0.6166,0.0,1
tpch-sf10,16,firsttouch,warm,14,0.3374,0.0563,9
tpch-sf10,16,firsttouch,cold,15,0.534,0.0,1
tpch-sf10,16,firsttouch,warm,15,0.2815,0.0753,9
tpch-sf10,16,firsttouch,cold,16,0.9516,0.0,1
tpch-sf10,16,firsttouch,warm,16,0.7736,0.0946,9
tpch-sf10,16,firsttouch,cold,17,0.4465,0.0,1
tpch-sf10,16,firsttouch,warm,17,0.3857,0.0647,9
tpch-sf10,16,firsttouch,cold,18,1.3083,0.0,1
tpch-sf10,16,firsttouch,warm,18,0.9741,0.1647,9
tpch-sf10,16,firsttouch,cold,19,0.2967,0.0,1
tpch-sf10,16,firsttouch,warm,19,0.3371,0.0433,9
tpch-sf10,16,firsttouch,cold,20,0.3962,0.0,1
tpch-sf10,16,firsttouch,warm,20,0.4709,0.0665,9
tpch-sf10,16,firsttouch,cold,21,0.7956,0.0,1
tpch-sf10,16,firsttouch,warm,21,0.7509,0.0839,9
tpch-sf10,16,firsttouch,cold,22,0.5999,0.0,1
tpch-sf10,16,firsttouch,warm,22,0.5304,0.068,9
tpch-sf10,16,imbalanced,cold,1,0.3515,0.0,1
tpch-sf10,16,imbalanced,warm,1,0.1852,0.0273,9
tpch-sf10,16,imbalanced,cold,2,0.5834,0.0,1
tpch-sf10,16,imbalanced,warm,2,0.3831,0.0417,9
tpch-sf10,16,imbalanced,cold,3,0.9797,0.0,1
tpch-sf10,16,imbalanced,warm,3,0.7281,0.0858,9
tpch-sf10,16,imbalanced,cold,4,0.7918,0.0,1
tpch-sf10,16,imbalanced,warm,4,0.6233,0.0508,9
tpch-sf10,16,imbalanced,cold,5,0.9169,0.0,1
tpch-sf10,16,imbalanced,warm,5,0.8236,0.0923,9
tpch-sf10,16,imbalanced,cold,6,0.2801,0.0,1
tpch-sf10,16,imbalanced,warm,6,0.1142,0.0205,9
tpch-sf10,16,imbalanced,cold,7,1.0779,0.0,1
tpch-sf10,16,imbalanced,warm,7,0.7496,0.0677,9
tpch-sf10,16,imbalanced,cold,8,1.1694,0.0,1
tpch-sf10,16,imbalanced,warm,8,0.9081,0.0911,9
tpch-sf10,16,imbalanced,cold,9,1.1936,0.0,1
tpch-sf10,16,imbalanced,warm,9,1.0565,0.1225,9
tpch-sf10,16,imbalanced,cold,10,1.4292,0.0,1
tpch-sf10,16,imbalanced,warm,10,1.2017,0.1239,9
tpch-sf10,16,imbalanced,cold,11,0.4203,0.0,1
tpch-sf10,16,imbalanced,warm,11,0.2288,0.0478,9
tpch-sf10,16,imbalanced,cold,12,0.7864,0.0,1
tpch-sf10,16,imbalanced,warm,12,0.5456,0.0437,9
tpch-sf10,16,imbalanced,cold,13,1.7594,0.0,1
tpch-sf10,16,imbalanced,warm,13,1.0132,0.1068,9
tpch-sf10,16,imbalanced,cold,14,0.6275,0.0,1
tpch-sf10,16,imbalanced,warm,14,0.4696,0.0624,9
tpch-sf10,16,imbalanced,cold,15,0.6714,0.0,1
tpch-sf10,16,imbalanced,warm,15,0.2896,0.0408,9
tpch-sf10,16,imbalanced,cold,16,1.2262,0.0,1
tpch-sf10,16,imbalanced,warm,16,0.9447,0.1102,9
tpch-sf10,16,imbalanced,cold,17,0.5144,0.0,1
tpch-sf10,16,imbalanced,warm,17,0.4337,0.045,9
tpch-sf10,16,imbalanced,cold,18,1.9456,0.0,1
tpch-sf10,16,imbalanced,warm,18,1.1374,0.198,9
tpch-sf10,16,imbalanced,cold,19,0.3567,0.0,1
tpch-sf10,16,imbalanced,warm,19,0.3214,0.0479,9
tpch-sf10,16,imbalanced,cold,20,0.6139,0.0,1
tpch-sf10,16,imbalanced,warm,20,0.5959,0.0716,9
tpch-sf10,16,imbalanced,cold,21,0.8898,0.0,1
tpch-sf10,16,imbalanced,warm,21,0.9881,0.0934,9
tpch-sf10,16,imbalanced,cold,22,0.6968,0.0,1
tpch-sf10,16,imbalanced,warm,22,0.6518,0.0623,9
tpch-sf10,16,interleaved,cold,1,0.4758,0.0,1
tpch-sf10,16,interleaved,warm,1,0.1791,0.0277,9
tpch-sf10,16,interleaved,cold,2,0.5355,0.0,1
tpch-sf10,16,interleaved,warm,2,0.2913,0.0263,9
tpch-sf10,16,interleaved,cold,3,1.0061,0.0,1
tpch-sf10,16,interleaved,warm,3,0.5722,0.0446,9
tpch-sf10,16,interleaved,cold,4,0.7384,0.0,1
tpch-sf10,16,interleaved,warm,4,0.5178,0.0454,9
tpch-sf10,16,interleaved,cold,5,0.9604,0.0,1
