bench,compression,tag,phase,query,mean_s,std_s,n
tpch-sf10,compressed,repl,cold,10,0.3912,0.0,1
tpch-sf10,compressed,repl,warm,10,0.2059,0.0071,19
tpch-sf10,compressed,repl,cold,11,0.0299,0.0,1
tpch-sf10,compressed,repl,warm,11,0.0238,0.0019,19
tpch-sf10,compressed,repl,cold,12,0.1012,0.0,1
tpch-sf10,compressed,repl,warm,12,0.0682,0.0044,19
tpch-sf10,compressed,repl,cold,13,0.5742,0.0,1
tpch-sf10,compressed,repl,warm,13,0.1958,0.0104,19
tpch-sf10,compressed,repl,cold,14,0.0883,0.0,1
tpch-sf10,compressed,repl,warm,14,0.0585,0.0019,19
tpch-sf10,compressed,repl,cold,15,0.0582,0.0,1
tpch-sf10,compressed,repl,warm,15,0.0378,0.0018,19
tpch-sf10,compressed,repl,cold,16,0.1216,0.0,1
tpch-sf10,compressed,repl,warm,16,0.1116,0.0038,19
tpch-sf10,compressed,repl,cold,17,0.0954,0.0,1
tpch-sf10,compressed,repl,warm,17,0.0601,0.0018,19
tpch-sf10,compressed,repl,cold,18,0.2114,0.0,1
tpch-sf10,compressed,repl,warm,18,0.1934,0.0024,19
tpch-sf10,compressed,repl,cold,19,0.0777,0.0,1
tpch-sf10,compressed,repl,warm,19,0.0613,0.0022,19
tpch-sf10,compressed,repl,cold,20,0.1025,0.0,1
tpch-sf10,compressed,repl,warm,20,0.0758,0.0024,19
tpch-sf10,compressed,repl,cold,21,0.1874,0.0,1
tpch-sf10,compressed,repl,warm,21,0.1556,0.0035,19
tpch-sf10,compressed,repl,cold,22,0.0772,0.0,1
tpch-sf10,compressed,repl,warm,22,0.0789,0.0053,19
tpch-sf30,uncompressed,firsttouch,cold,1,29.2029,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,1,0.2586,0.0055,19
tpch-sf30,uncompressed,firsttouch,cold,2,3.0388,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,2,0.081,0.0081,19
tpch-sf30,uncompressed,firsttouch,cold,3,7.7041,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,3,0.2965,0.0088,19
tpch-sf30,uncompressed,firsttouch,cold,4,5.5177,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,4,0.2112,0.0029,19
tpch-sf30,uncompressed,firsttouch,cold,5,4.3456,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,5,0.286,0.0081,19
tpch-sf30,uncompressed,firsttouch,cold,6,0.0591,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,6,0.0542,0.001,19
tpch-sf30,uncompressed,firsttouch,cold,7,0.2108,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,7,0.208,0.0059,19
tpch-sf30,uncompressed,firsttouch,cold,8,2.4392,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,8,0.2148,0.0097,19
tpch-sf30,uncompressed,firsttouch,cold,9,1.2246,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,9,0.9385,0.0245,19
tpch-sf30,uncompressed,firsttouch,cold,10,1.6249,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,10,0.3863,0.0054,19
tpch-sf30,uncompressed,firsttouch,cold,11,0.3386,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,11,0.0497,0.001,19
tpch-sf30,uncompressed,firsttouch,cold,12,3.473,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,12,0.2141,0.0028,19
tpch-sf30,uncompressed,firsttouch,cold,13,5.3059,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,13,0.4376,0.0061,19
tpch-sf30,uncompressed,firsttouch,cold,14,0.1365,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,14,0.1405,0.0041,19
tpch-sf30,uncompressed,firsttouch,cold,15,0.0955,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,15,0.1012,0.0092,19
tpch-sf30,uncompressed,firsttouch,cold,16,0.3107,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,16,0.2266,0.0069,19
tpch-sf30,uncompressed,firsttouch,cold,17,0.2938,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,17,0.1802,0.0082,19
tpch-sf30,uncompressed,firsttouch,cold,18,0.9265,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,18,0.5746,0.0128,19
tpch-sf30,uncompressed,firsttouch,cold,19,4.289,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,19,0.2049,0.0064,19
tpch-sf30,uncompressed,firsttouch,cold,20,0.2253,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,20,0.2061,0.0069,19
tpch-sf30,uncompressed,firsttouch,cold,21,0.5958,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,21,0.4654,0.0103,19
tpch-sf30,uncompressed,firsttouch,cold,22,0.1585,0.0,1
tpch-sf30,uncompressed,firsttouch,warm,22,0.171,0.0143,19
tpch-sf30,uncompressed,imbalanced,cold,1,29.223,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,1,0.2615,0.0054,19
tpch-sf30,uncompressed,imbalanced,cold,2,3.0201,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,2,0.0856,0.0127,19
tpch-sf30,uncompressed,imbalanced,cold,3,7.7142,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,3,0.2983,0.0095,19
tpch-sf30,uncompressed,imbalanced,cold,4,5.5174,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,4,0.214,0.0057,19
tpch-sf30,uncompressed,imbalanced,cold,5,4.4196,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,5,0.2867,0.0075,19
tpch-sf30,uncompressed,imbalanced,cold,6,0.0712,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,6,0.0683,0.0012,19
tpch-sf30,uncompressed,imbalanced,cold,7,0.2331,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,7,0.2187,0.0073,19
tpch-sf30,uncompressed,imbalanced,cold,8,2.4422,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,8,0.2201,0.0093,19
tpch-sf30,uncompressed,imbalanced,cold,9,1.2764,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,9,1.0203,0.0302,19
tpch-sf30,uncompressed,imbalanced,cold,10,1.6573,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,10,0.4221,0.0052,19
tpch-sf30,uncompressed,imbalanced,cold,11,0.3384,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,11,0.0508,0.0026,19
tpch-sf30,uncompressed,imbalanced,cold,12,3.4672,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,12,0.2176,0.0054,19
tpch-sf30,uncompressed,imbalanced,cold,13,5.3555,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,13,0.5026,0.0033,19
tpch-sf30,uncompressed,imbalanced,cold,14,0.1488,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,14,0.1469,0.0067,19
tpch-sf30,uncompressed,imbalanced,cold,15,0.1098,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,15,0.1094,0.0057,19
tpch-sf30,uncompressed,imbalanced,cold,16,0.3165,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,16,0.2451,0.0075,19
tpch-sf30,uncompressed,imbalanced,cold,17,0.2916,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,17,0.1815,0.0101,19
tpch-sf30,uncompressed,imbalanced,cold,18,1.0572,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,18,0.7237,0.0128,19
tpch-sf30,uncompressed,imbalanced,cold,19,4.3438,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,19,0.2182,0.0113,19
tpch-sf30,uncompressed,imbalanced,cold,20,0.23,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,20,0.2074,0.0086,19
tpch-sf30,uncompressed,imbalanced,cold,21,0.6219,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,21,0.4956,0.0148,19
tpch-sf30,uncompressed,imbalanced,cold,22,0.182,0.0,1
tpch-sf30,uncompressed,imbalanced,warm,22,0.1768,0.0137,19
tpch-sf30,uncompressed,interleaved,cold,1,29.049,0.0,1
tpch-sf30,uncompressed,interleaved,warm,1,0.2605,0.0042,19
tpch-sf30,uncompressed,interleaved,cold,2,3.0368,0.0,1
tpch-sf30,uncompressed,interleaved,warm,2,0.1077,0.0212,19
tpch-sf30,uncompressed,interleaved,cold,3,7.7272,0.0,1
tpch-sf30,uncompressed,interleaved,warm,3,0.3108,0.0118,19
tpch-sf30,uncompressed,interleaved,cold,4,5.5384,0.0,1
tpch-sf30,uncompressed,interleaved,warm,4,0.2158,0.0086,19
tpch-sf30,uncompressed,interleaved,cold,5,4.4146,0.0,1
tpch-sf30,uncompressed,interleaved,warm,5,0.293,0.0096,19
tpch-sf30,uncompressed,interleaved,cold,6,0.0529,0.0,1
tpch-sf30,uncompressed,interleaved,warm,6,0.052,0.0011,19
tpch-sf30,uncompressed,interleaved,cold,7,0.2164,0.0,1
tpch-sf30,uncompressed,interleaved,warm,7,0.2137,0.0064,19
tpch-sf30,uncompressed,interleaved,cold,8,2.4368,0.0,1
tpch-sf30,uncompressed,interleaved,warm,8,0.2198,0.0085,19
tpch-sf30,uncompressed,interleaved,cold,9,1.332,0.0,1
tpch-sf30,uncompressed,interleaved,warm,9,1.0234,0.0274,19
tpch-sf30,uncompressed,interleaved,cold,10,1.6494,0.0,1
tpch-sf30,uncompressed,interleaved,warm,10,0.4069,0.0037,19
tpch-sf30,uncompressed,interleaved,cold,11,0.3413,0.0,1
tpch-sf30,uncompressed,interleaved,warm,11,0.0525,0.0057,19
tpch-sf30,uncompressed,interleaved,cold,12,3.4098,0.0,1
tpch-sf30,uncompressed,interleaved,warm,12,0.2193,0.005,19
tpch-sf30,uncompressed,interleaved,cold,13,5.3873,0.0,1
tpch-sf30,uncompressed,interleaved,warm,13,0.4782,0.0069,19
tpch-sf30,uncompressed,interleaved,cold,14,0.156,0.0,1
tpch-sf30,uncompressed,interleaved,warm,14,0.1485,0.0058,19
tpch-sf30,uncompressed,interleaved,cold,15,0.1054,0.0,1
tpch-sf30,uncompressed,interleaved,warm,15,0.1051,0.0064,19
tpch-sf30,uncompressed,interleaved,cold,16,0.3294,0.0,1
tpch-sf30,uncompressed,interleaved,warm,16,0.2471,0.0117,19
tpch-sf30,uncompressed,interleaved,cold,17,0.2945,0.0,1
tpch-sf30,uncompressed,interleaved,warm,17,0.1847,0.01,19
tpch-sf30,uncompressed,interleaved,cold,18,1.0241,0.0,1
tpch-sf30,uncompressed,interleaved,warm,18,0.7077,0.0256,19
tpch-sf30,uncompressed,interleaved,cold,19,4.3547,0.0,1
tpch-sf30,uncompressed,interleaved,warm,19,0.2524,0.0225,19
tpch-sf30,uncompressed,interleaved,cold,20,0.2582,0.0,1
tpch-sf30,uncompressed,interleaved,warm,20,0.2259,0.0165,19
tpch-sf30,uncompressed,interleaved,cold,21,0.5751,0.0,1
tpch-sf30,uncompressed,interleaved,warm,21,0.4939,0.0131,19
tpch-sf30,uncompressed,interleaved,cold,22,0.16,0.0,1
tpch-sf30,uncompressed,interleaved,warm,22,0.196,0.0181,19
tpch-sf30,uncompressed,numa-balancing,cold,1,29.1742,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,1,0.2607,0.0051,19
tpch-sf30,uncompressed,numa-balancing,cold,2,3.035,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,2,0.0784,0.0107,19
tpch-sf30,uncompressed,numa-balancing,cold,3,7.7284,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,3,0.3012,0.011,19
tpch-sf30,uncompressed,numa-balancing,cold,4,5.623,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,4,0.2163,0.0085,19
tpch-sf30,uncompressed,numa-balancing,cold,5,4.319,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,5,0.2825,0.0031,19
tpch-sf30,uncompressed,numa-balancing,cold,6,0.056,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,6,0.0556,0.0009,19
tpch-sf30,uncompressed,numa-balancing,cold,7,0.2066,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,7,0.2087,0.0045,19
tpch-sf30,uncompressed,numa-balancing,cold,8,2.433,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,8,0.2089,0.0041,19
tpch-sf30,uncompressed,numa-balancing,cold,9,1.3455,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,9,0.9533,0.0145,19
tpch-sf30,uncompressed,numa-balancing,cold,10,1.6523,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,10,0.3896,0.008,19
tpch-sf30,uncompressed,numa-balancing,cold,11,0.3345,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,11,0.0497,0.0012,19
tpch-sf30,uncompressed,numa-balancing,cold,12,3.4125,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,12,0.2138,0.0036,19
tpch-sf30,uncompressed,numa-balancing,cold,13,5.4256,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,13,0.4422,0.0076,19
tpch-sf30,uncompressed,numa-balancing,cold,14,0.1408,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,14,0.1427,0.0052,19
tpch-sf30,uncompressed,numa-balancing,cold,15,0.097,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,15,0.0988,0.0057,19
tpch-sf30,uncompressed,numa-balancing,cold,16,0.3026,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,16,0.2292,0.0081,19
tpch-sf30,uncompressed,numa-balancing,cold,17,0.2915,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,17,0.1789,0.0075,19
tpch-sf30,uncompressed,numa-balancing,cold,18,0.9282,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,18,0.5984,0.0139,19
tpch-sf30,uncompressed,numa-balancing,cold,19,4.2663,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,19,0.2035,0.0073,19
tpch-sf30,uncompressed,numa-balancing,cold,20,0.2182,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,20,0.208,0.0061,19
tpch-sf30,uncompressed,numa-balancing,cold,21,0.5915,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,21,0.4658,0.0066,19
tpch-sf30,uncompressed,numa-balancing,cold,22,0.1692,0.0,1
tpch-sf30,uncompressed,numa-balancing,warm,22,0.1743,0.016,19
tpch-sf30,uncompressed,repl,cold,1,29.2035,0.0,1
tpch-sf30,uncompressed,repl,warm,1,0.2469,0.0701,19
tpch-sf30,uncompressed,repl,cold,2,3.0228,0.0,1
tpch-sf30,uncompressed,repl,warm,2,0.0739,0.0113,19
tpch-sf30,uncompressed,repl,cold,3,7.6834,0.0,1
tpch-sf30,uncompressed,repl,warm,3,0.2573,0.0097,19
tpch-sf30,uncompressed,repl,cold,4,5.5866,0.0,1
tpch-sf30,uncompressed,repl,warm,4,0.1789,0.0126,19
tpch-sf30,uncompressed,repl,cold,5,4.3527,0.0,1
tpch-sf30,uncompressed,repl,warm,5,0.2385,0.0089,19
tpch-sf30,uncompressed,repl,cold,6,0.1396,0.0,1
tpch-sf30,uncompressed,repl,warm,6,0.0398,0.0057,19
tpch-sf30,uncompressed,repl,cold,7,0.3327,0.0,1
tpch-sf30,uncompressed,repl,warm,7,0.1738,0.01,19
tpch-sf30,uncompressed,repl,cold,8,2.4888,0.0,1
tpch-sf30,uncompressed,repl,warm,8,0.1821,0.0117,19
tpch-sf30,uncompressed,repl,cold,9,1.4558,0.0,1
tpch-sf30,uncompressed,repl,warm,9,0.8432,0.0212,19
tpch-sf30,uncompressed,repl,cold,10,1.751,0.0,1
tpch-sf30,uncompressed,repl,warm,10,0.3447,0.0329,19
tpch-sf30,uncompressed,repl,cold,11,0.33,0.0,1
tpch-sf30,uncompressed,repl,warm,11,0.0429,0.0039,19
tpch-sf30,uncompressed,repl,cold,12,3.4377,0.0,1
tpch-sf30,uncompressed,repl,warm,12,0.1917,0.0297,19
tpch-sf30,uncompressed,repl,cold,13,5.2944,0.0,1
tpch-sf30,uncompressed,repl,warm,13,0.3885,0.039,19
tpch-sf30,uncompressed,repl,cold,14,0.2083,0.0,1
tpch-sf30,uncompressed,repl,warm,14,0.121,0.0067,19
tpch-sf30,uncompressed,repl,cold,15,0.1368,0.0,1
tpch-sf30,uncompressed,repl,warm,15,0.0822,0.0062,19
tpch-sf30,uncompressed,repl,cold,16,0.2884,0.0,1
tpch-sf30,uncompressed,repl,warm,16,0.1958,0.0073,19
tpch-sf30,uncompressed,repl,cold,17,0.4187,0.0,1
tpch-sf30,uncompressed,repl,warm,17,0.1457,0.0058,19
tpch-sf30,uncompressed,repl,cold,18,0.9313,0.0,1
tpch-sf30,uncompressed,repl,warm,18,0.4905,0.0126,19
tpch-sf30,uncompressed,repl,cold,19,4.2621,0.0,1
tpch-sf30,uncompressed,repl,warm,19,0.1941,0.0506,19
tpch-sf30,uncompressed,repl,cold,20,0.2781,0.0,1
tpch-sf30,uncompressed,repl,warm,20,0.171,0.0085,19
tpch-sf30,uncompressed,repl,cold,21,0.6178,0.0,1
tpch-sf30,uncompressed,repl,warm,21,0.3946,0.0162,19
tpch-sf30,uncompressed,repl,cold,22,0.1659,0.0,1
tpch-sf30,uncompressed,repl,warm,22,0.146,0.0111,19
tpch-sf30,compressed,firsttouch,cold,1,4.8808,0.0,1
tpch-sf30,compressed,firsttouch,warm,1,0.2035,0.0071,19
tpch-sf30,compressed,firsttouch,cold,2,0.6765,0.0,1
tpch-sf30,compressed,firsttouch,warm,2,0.0902,0.0117,19
tpch-sf30,compressed,firsttouch,cold,3,2.6174,0.0,1
tpch-sf30,compressed,firsttouch,warm,3,0.3043,0.0098,19
tpch-sf30,compressed,firsttouch,cold,4,1.5846,0.0,1
tpch-sf30,compressed,firsttouch,warm,4,0.224,0.0047,19
tpch-sf30,compressed,firsttouch,cold,5,0.7883,0.0,1
tpch-sf30,compressed,firsttouch,warm,5,0.3026,0.0086,19
tpch-sf30,compressed,firsttouch,cold,6,0.0594,0.0,1
tpch-sf30,compressed,firsttouch,warm,6,0.0597,0.0008,19
tpch-sf30,compressed,firsttouch,cold,7,0.2254,0.0,1
tpch-sf30,compressed,firsttouch,warm,7,0.225,0.0046,19
tpch-sf30,compressed,firsttouch,cold,8,0.2953,0.0,1
tpch-sf30,compressed,firsttouch,warm,8,0.2457,0.0084,19
tpch-sf30,compressed,firsttouch,cold,9,1.0186,0.0,1
tpch-sf30,compressed,firsttouch,warm,9,0.9645,0.0202,19
tpch-sf30,compressed,firsttouch,cold,10,0.8867,0.0,1
tpch-sf30,compressed,firsttouch,warm,10,0.3894,0.0039,19
tpch-sf30,compressed,firsttouch,cold,11,0.0528,0.0,1
tpch-sf30,compressed,firsttouch,warm,11,0.0512,0.0013,19
tpch-sf30,compressed,firsttouch,cold,12,0.2255,0.0,1
tpch-sf30,compressed,firsttouch,warm,12,0.2255,0.003,19
tpch-sf30,compressed,firsttouch,cold,13,1.6827,0.0,1
tpch-sf30,compressed,firsttouch,warm,13,0.499,0.0045,19
tpch-sf30,compressed,firsttouch,cold,14,0.1551,0.0,1
tpch-sf30,compressed,firsttouch,warm,14,0.1564,0.0024,19
tpch-sf30,compressed,firsttouch,cold,15,0.1135,0.0,1
tpch-sf30,compressed,firsttouch,warm,15,0.1158,0.0063,19
tpch-sf30,compressed,firsttouch,cold,16,0.2271,0.0,1
tpch-sf30,compressed,firsttouch,warm,16,0.228,0.0087,19
tpch-sf30,compressed,firsttouch,cold,17,0.1996,0.0,1
tpch-sf30,compressed,firsttouch,warm,17,0.2024,0.0063,19
tpch-sf30,compressed,firsttouch,cold,18,0.6157,0.0,1
tpch-sf30,compressed,firsttouch,warm,18,0.5988,0.0101,19
tpch-sf30,compressed,firsttouch,cold,19,0.1753,0.0,1
tpch-sf30,compressed,firsttouch,warm,19,0.173,0.0077,19
tpch-sf30,compressed,firsttouch,cold,20,0.2277,0.0,1
tpch-sf30,compressed,firsttouch,warm,20,0.2302,0.0067,19
tpch-sf30,compressed,firsttouch,cold,21,0.4956,0.0,1
tpch-sf30,compressed,firsttouch,warm,21,0.4948,0.0118,19
tpch-sf30,compressed,firsttouch,cold,22,0.1721,0.0,1
tpch-sf30,compressed,firsttouch,warm,22,0.1844,0.0146,19
tpch-sf30,compressed,imbalanced,cold,1,4.8198,0.0,1
tpch-sf30,compressed,imbalanced,warm,1,0.2031,0.0065,19
tpch-sf30,compressed,imbalanced,cold,2,0.6865,0.0,1
tpch-sf30,compressed,imbalanced,warm,2,0.0936,0.014,19
tpch-sf30,compressed,imbalanced,cold,3,2.6196,0.0,1
tpch-sf30,compressed,imbalanced,warm,3,0.3117,0.017,19
tpch-sf30,compressed,imbalanced,cold,4,1.5916,0.0,1
tpch-sf30,compressed,imbalanced,warm,4,0.2255,0.0062,19
tpch-sf30,compressed,imbalanced,cold,5,0.7921,0.0,1
tpch-sf30,compressed,imbalanced,warm,5,0.3062,0.0088,19
tpch-sf30,compressed,imbalanced,cold,6,0.0599,0.0,1
tpch-sf30,compressed,imbalanced,warm,6,0.0609,0.005,19
tpch-sf30,compressed,imbalanced,cold,7,0.2378,0.0,1
tpch-sf30,compressed,imbalanced,warm,7,0.233,0.0078,19
tpch-sf30,compressed,imbalanced,cold,8,0.3089,0.0,1
tpch-sf30,compressed,imbalanced,warm,8,0.2495,0.0093,19
tpch-sf30,compressed,imbalanced,cold,9,1.06,0.0,1
tpch-sf30,compressed,imbalanced,warm,9,1.0186,0.0279,19
tpch-sf30,compressed,imbalanced,cold,10,0.9167,0.0,1
tpch-sf30,compressed,imbalanced,warm,10,0.4169,0.0058,19
tpch-sf30,compressed,imbalanced,cold,11,0.0546,0.0,1
tpch-sf30,compressed,imbalanced,warm,11,0.0522,0.0018,19
tpch-sf30,compressed,imbalanced,cold,12,0.2313,0.0,1
tpch-sf30,compressed,imbalanced,warm,12,0.2305,0.0071,19
tpch-sf30,compressed,imbalanced,cold,13,1.7459,0.0,1
tpch-sf30,compressed,imbalanced,warm,13,0.5748,0.0056,19
tpch-sf30,compressed,imbalanced,cold,14,0.1621,0.0,1
tpch-sf30,compressed,imbalanced,warm,14,0.165,0.0047,19
tpch-sf30,compressed,imbalanced,cold,15,0.1194,0.0,1
tpch-sf30,compressed,imbalanced,warm,15,0.1214,0.0062,19
tpch-sf30,compressed,imbalanced,cold,16,0.242,0.0,1
tpch-sf30,compressed,imbalanced,warm,16,0.2561,0.0174,19
tpch-sf30,compressed,imbalanced,cold,17,0.2034,0.0,1
tpch-sf30,compressed,imbalanced,warm,17,0.2031,0.0093,19
tpch-sf30,compressed,imbalanced,cold,18,0.7221,0.0,1
tpch-sf30,compressed,imbalanced,warm,18,0.73,0.0137,19
tpch-sf30,compressed,imbalanced,cold,19,0.1949,0.0,1
tpch-sf30,compressed,imbalanced,warm,19,0.1852,0.0091,19
tpch-sf30,compressed,imbalanced,cold,20,0.2356,0.0,1
tpch-sf30,compressed,imbalanced,warm,20,0.2359,0.0088,19
tpch-sf30,compressed,imbalanced,cold,21,0.5108,0.0,1
tpch-sf30,compressed,imbalanced,warm,21,0.5067,0.0143,19
tpch-sf30,compressed,imbalanced,cold,22,0.1933,0.0,1
tpch-sf30,compressed,imbalanced,warm,22,0.1947,0.0169,19
tpch-sf30,compressed,interleaved,cold,1,5.8179,0.0,1
tpch-sf30,compressed,interleaved,warm,1,0.2027,0.0058,19
tpch-sf30,compressed,interleaved,cold,2,0.9878,0.0,1
tpch-sf30,compressed,interleaved,warm,2,0.1144,0.0178,19
tpch-sf30,compressed,interleaved,cold,3,3.0535,0.0,1
tpch-sf30,compressed,interleaved,warm,3,0.3239,0.0128,19
tpch-sf30,compressed,interleaved,cold,4,1.8449,0.0,1
tpch-sf30,compressed,interleaved,warm,4,0.2254,0.007,19
tpch-sf30,compressed,interleaved,cold,5,0.9471,0.0,1
tpch-sf30,compressed,interleaved,warm,5,0.3107,0.0092,19
tpch-sf30,compressed,interleaved,cold,6,0.0597,0.0,1
tpch-sf30,compressed,interleaved,warm,6,0.0591,0.0004,19
tpch-sf30,compressed,interleaved,cold,7,0.2518,0.0,1
tpch-sf30,compressed,interleaved,warm,7,0.2319,0.0069,19
tpch-sf30,compressed,interleaved,cold,8,0.4145,0.0,1
tpch-sf30,compressed,interleaved,warm,8,0.2564,0.014,19
tpch-sf30,compressed,interleaved,cold,9,1.1559,0.0,1
tpch-sf30,compressed,interleaved,warm,9,1.0496,0.0213,19
tpch-sf30,compressed,interleaved,cold,10,1.0009,0.0,1
tpch-sf30,compressed,interleaved,warm,10,0.4052,0.0053,19
tpch-sf30,compressed,interleaved,cold,11,0.0654,0.0,1
tpch-sf30,compressed,interleaved,warm,11,0.0526,0.0015,19
tpch-sf30,compressed,interleaved,cold,12,0.2289,0.0,1
tpch-sf30,compressed,interleaved,warm,12,0.2314,0.0039,19
tpch-sf30,compressed,interleaved,cold,13,1.8213,0.0,1
tpch-sf30,compressed,interleaved,warm,13,0.5509,0.0045,19
tpch-sf30,compressed,interleaved,cold,14,0.1664,0.0,1
tpch-sf30,compressed,interleaved,warm,14,0.1669,0.0063,19
tpch-sf30,compressed,interleaved,cold,15,0.12,0.0,1
tpch-sf30,compressed,interleaved,warm,15,0.1201,0.0083,19
tpch-sf30,compressed,interleaved,cold,16,0.2591,0.0,1
tpch-sf30,compressed,interleaved,warm,16,0.2487,0.0106,19
tpch-sf30,compressed,interleaved,cold,17,0.2221,0.0,1
tpch-sf30,compressed,interleaved,warm,17,0.208,0.01,19
tpch-sf30,compressed,interleaved,cold,18,0.7469,0.0,1
tpch-sf30,compressed,interleaved,warm,18,0.723,0.0237,19
tpch-sf30,compressed,interleaved,cold,19,0.1954,0.0,1
tpch-sf30,compressed,interleaved,warm,19,0.2289,0.0185,19
tpch-sf30,compressed,interleaved,cold,20,0.2349,0.0,1
tpch-sf30,compressed,interleaved,warm,20,0.252,0.0105,19
tpch-sf30,compressed,interleaved,cold,21,0.513,0.0,1
tpch-sf30,compressed,interleaved,warm,21,0.518,0.0156,19
tpch-sf30,compressed,interleaved,cold,22,0.2664,0.0,1
tpch-sf30,compressed,interleaved,warm,22,0.2004,0.017,19
tpch-sf30,compressed,numa-balancing,cold,1,4.8929,0.0,1
tpch-sf30,compressed,numa-balancing,warm,1,0.2033,0.0102,19
tpch-sf30,compressed,numa-balancing,cold,2,0.684,0.0,1
tpch-sf30,compressed,numa-balancing,warm,2,0.0889,0.008,19
tpch-sf30,compressed,numa-balancing,cold,3,2.614,0.0,1
tpch-sf30,compressed,numa-balancing,warm,3,0.3086,0.0065,19
tpch-sf30,compressed,numa-balancing,cold,4,1.5905,0.0,1
tpch-sf30,compressed,numa-balancing,warm,4,0.2267,0.0082,19
tpch-sf30,compressed,numa-balancing,cold,5,0.7962,0.0,1
tpch-sf30,compressed,numa-balancing,warm,5,0.3044,0.0107,19
tpch-sf30,compressed,numa-balancing,cold,6,0.06,0.0,1
tpch-sf30,compressed,numa-balancing,warm,6,0.0604,0.003,19
tpch-sf30,compressed,numa-balancing,cold,7,0.2293,0.0,1
tpch-sf30,compressed,numa-balancing,warm,7,0.2267,0.0058,19
tpch-sf30,compressed,numa-balancing,cold,8,0.2883,0.0,1
tpch-sf30,compressed,numa-balancing,warm,8,0.2473,0.0082,19
tpch-sf30,compressed,numa-balancing,cold,9,1.129,0.0,1
tpch-sf30,compressed,numa-balancing,warm,9,0.9874,0.0212,19
tpch-sf30,compressed,numa-balancing,cold,10,0.8946,0.0,1
tpch-sf30,compressed,numa-balancing,warm,10,0.3948,0.0068,19
tpch-sf30,compressed,numa-balancing,cold,11,0.053,0.0,1
tpch-sf30,compressed,numa-balancing,warm,11,0.0525,0.0026,19
tpch-sf30,compressed,numa-balancing,cold,12,0.2199,0.0,1
